unknown_id,session_id,related_event_id,related_comment_id,start_ms,end_ms,unknown_type,source_limit_status,reason,evidence_ref,recommended_recovery,completion_status
UNK-000022,latest_live_01,latest_live_01-SEM0151-000003674180,latest_live_01-COM00025,3660000,3674180,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00025,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000023,latest_live_01,latest_live_01-SEM0144-000003477970,latest_live_01-COM00026,3420000,3477970,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00026,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000024,latest_live_01,latest_live_01-SEM0164-000003977490,latest_live_01-COM00027,3960000,3977490,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00027,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000025,latest_live_01,latest_live_01-SEM0021-000000543670,latest_live_01-COM00031,540000,543670,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00031,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000026,latest_live_01,latest_live_01-SEM0021-000000543670,latest_live_01-COM00032,540000,543670,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00032,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000027,latest_live_01,latest_live_01-SEM0145-000003517870,latest_live_01-COM00035,3480000,3517870,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00035,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000028,latest_live_01,latest_live_01-SEM0162-000003915880,latest_live_01-COM00036,3900000,3915880,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00036,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000029,latest_live_01,latest_live_01-SEM0196-000004817400,latest_live_01-COM00039,4800000,4817400,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00039,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000030,latest_live_01,latest_live_01-SEM0015-000000424550,latest_live_01-COM00041,420000,424550,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00041,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000031,latest_live_01,latest_live_01-SEM0044-000001092560,latest_live_01-COM00043,1080000,1092560,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00043,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000032,latest_live_01,latest_live_01-SEM0155-000003793910,latest_live_01-COM00044,3780000,3793910,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00044,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000033,latest_live_01,latest_live_01-SEM0158-000003845380,latest_live_01-COM00045,3840000,3845380,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00045,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000034,latest_live_01,latest_live_01-SEM0153-000003743910,latest_live_01-COM00046,3720000,3743910,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00046,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000035,latest_live_01,latest_live_01-SEM0001-000000000160,latest_live_01-COM00047,0,160,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00047,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000036,latest_live_01,latest_live_01-SEM0236-000005823910,latest_live_01-COM00049,5820000,5823910,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00049,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000037,latest_live_01,latest_live_01-SEM0044-000001092560,latest_live_01-COM00050,1080000,1092560,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00050,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000038,latest_live_01,latest_live_01-SEM0229-000005661530,latest_live_01-COM00051,5640000,5661530,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00051,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000039,latest_live_01,latest_live_01-SEM0222-000005528520,latest_live_01-COM00054,5520000,5528520,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00054,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000040,latest_live_01,latest_live_01-SEM0095-000002200790,latest_live_01-COM00060,2160000,2200790,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00060,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000041,latest_live_01,latest_live_01-SEM0059-000001463780,latest_live_01-COM00063,1440000,1463780,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00063,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000042,latest_live_01,latest_live_01-SEM0104-000002407810,latest_live_01-COM00065,2400000,2407810,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00065,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000043,latest_live_01,latest_live_01-SEM0222-000005528520,latest_live_01-COM00066,5520000,5528520,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00066,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000044,latest_live_01,latest_live_01-SEM0225-000005580480,latest_live_01-COM00067,5580000,5580480,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00067,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000045,latest_live_01,latest_live_01-SEM0059-000001463780,latest_live_01-COM00068,1440000,1463780,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00068,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000046,latest_live_01,latest_live_01-SEM0215-000005359260,latest_live_01-COM00070,5340000,5359260,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00070,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000047,latest_live_01,latest_live_01-SEM0006-000000192060,latest_live_01-COM00071,180000,192060,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00071,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000048,latest_live_01,latest_live_01-SEM0119-000002763320,latest_live_01-COM00073,2760000,2763320,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00073,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000049,latest_live_01,latest_live_01-SEM0122-000002827040,latest_live_01-COM00074,2820000,2827040,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00074,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000050,latest_live_01,latest_live_01-SEM0196-000004817400,latest_live_01-COM00076,4800000,4817400,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00076,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000051,latest_live_01,latest_live_01-SEM0184-000004527130,latest_live_01-COM00080,4500000,4527130,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00080,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000052,latest_live_01,latest_live_01-SEM0099-000002294520,latest_live_01-COM00081,2280000,2294520,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00081,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000053,latest_live_01,latest_live_01-SEM0113-000002648220,latest_live_01-COM00082,2640000,2648220,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00082,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000054,latest_live_01,latest_live_01-SEM0095-000002200790,latest_live_01-COM00083,2160000,2200790,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00083,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000055,latest_live_01,latest_live_01-SEM0036-000000843010,latest_live_01-COM00084,840000,843010,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00084,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000056,latest_live_01,latest_live_01-SEM0101-000002356400,latest_live_01-COM00085,2340000,2356400,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00085,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000057,latest_live_01,latest_live_01-SEM0029-000000726930,latest_live_01-COM00086,720000,726930,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00086,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000058,latest_live_01,latest_live_01-SEM0126-000002882250,latest_live_01-COM00087,2880000,2882250,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00087,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000059,latest_live_01,latest_live_01-SEM0126-000002882250,latest_live_01-COM00088,2880000,2882250,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00088,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000060,latest_live_01,latest_live_01-SEM0172-000004209530,latest_live_01-COM00091,4200000,4209530,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00091,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000061,latest_live_01,latest_live_01-SEM0219-000005474260,latest_live_01-COM00093,5460000,5474260,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00093,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000062,latest_live_01,latest_live_01-SEM0073-000001741300,latest_live_01-COM00096,1740000,1741300,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00096,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000063,latest_live_01,latest_live_01-SEM0155-000003793910,latest_live_01-COM00097,3780000,3793910,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00097,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000064,latest_live_01,latest_live_01-SEM0213-000005305510,latest_live_01-COM00100,5280000,5305510,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00100,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000065,latest_live_01,latest_live_01-SEM0211-000005200440,latest_live_01-COM00101,5160000,5200440,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00101,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000066,latest_live_01,latest_live_01-SEM0215-000005359260,latest_live_01-COM00102,5340000,5359260,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00102,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000067,latest_live_01,latest_live_01-SEM0082-000001925470,latest_live_01-COM00103,1920000,1925470,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00103,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000068,latest_live_01,latest_live_01-SEM0070-000001708090,latest_live_01-COM00104,1680000,1708090,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00104,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000069,latest_live_01,latest_live_01-SEM0079-000001864220,latest_live_01-COM00105,1860000,1864220,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00105,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000070,latest_live_01,latest_live_01-SEM0231-000005709060,latest_live_01-COM00106,5700000,5709060,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00106,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000071,latest_live_01,latest_live_01-SEM0012-000000367650,latest_live_01-COM00107,360000,367650,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00107,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000072,latest_live_01,latest_live_01-SEM0225-000005580480,latest_live_01-COM00108,5580000,5580480,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00108,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000073,latest_live_01,latest_live_01-SEM0104-000002407810,latest_live_01-COM00109,2400000,2407810,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00109,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000074,latest_live_01,latest_live_01-SEM0145-000003517870,latest_live_01-COM00112,3480000,3517870,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00112,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000075,latest_live_01,latest_live_01-SEM0174-000004268850,latest_live_01-COM00113,4260000,4268850,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00113,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000076,latest_live_01,latest_live_01-SEM0158-000003845380,latest_live_01-COM00117,3840000,3845380,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00117,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000077,latest_live_01,latest_live_01-SEM0155-000003793910,latest_live_01-COM00118,3780000,3793910,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00118,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000078,latest_live_01,latest_live_01-SEM0036-000000843010,latest_live_01-COM00119,840000,843010,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00119,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000079,latest_live_01,latest_live_01-SEM0199-000004880690,latest_live_01-COM00120,4860000,4880690,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00120,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000080,latest_live_01,latest_live_01-SEM0211-000005200440,latest_live_01-COM00123,5160000,5200440,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00123,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000081,latest_live_01,latest_live_01-SEM0059-000001463780,latest_live_01-COM00126,1440000,1463780,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00126,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000082,latest_live_01,latest_live_01-SEM0109-000002564400,latest_live_01-COM00127,2520000,2564400,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00127,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000083,latest_live_01,latest_live_01-SEM0029-000000726930,latest_live_01-COM00128,720000,726930,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00128,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000084,latest_live_01,latest_live_01-SEM0006-000000192060,latest_live_01-COM00129,180000,192060,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00129,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000085,latest_live_01,latest_live_01-SEM0021-000000543670,latest_live_01-COM00130,540000,543670,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00130,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000086,latest_live_01,latest_live_01-SEM0021-000000543670,latest_live_01-COM00131,540000,543670,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00131,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000087,latest_live_01,latest_live_01-SEM0086-000001992590,latest_live_01-COM00133,1980000,1992590,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00133,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000088,latest_live_01,latest_live_01-SEM0082-000001925470,latest_live_01-COM00138,1920000,1925470,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00138,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000089,latest_live_01,latest_live_01-SEM0122-000002827040,latest_live_01-COM00140,2820000,2827040,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00140,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000090,latest_live_01,latest_live_01-SEM0239-000005897750,latest_live_01-COM00141,5880000,5897750,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00141,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000091,latest_live_01,latest_live_01-SEM0174-000004268850,latest_live_01-COM00144,4260000,4268850,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00144,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000092,latest_live_01,latest_live_01-SEM0089-000002049690,latest_live_01-COM00145,2040000,2049690,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00145,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000093,latest_live_01,latest_live_01-SEM0182-000004477210,latest_live_01-COM00146,4440000,4477210,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00146,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000094,latest_live_01,latest_live_01-SEM0070-000001708090,latest_live_01-COM00150,1680000,1708090,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00150,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000095,latest_live_01,latest_live_01-SEM0158-000003845380,latest_live_01-COM00155,3840000,3845380,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00155,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000096,latest_live_01,latest_live_01-SEM0151-000003674180,latest_live_01-COM00156,3660000,3674180,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00156,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000097,latest_live_01,latest_live_01-SEM0177-000004340770,latest_live_01-COM00157,4320000,4340770,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00157,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000098,latest_live_01,latest_live_01-SEM0086-000001992590,latest_live_01-COM00158,1980000,1992590,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00158,manual_review_original_video_comment_and_host_speech,blocked_source_limit
UNK-000099,latest_live_01,latest_live_01-SEM0101-000002356400,latest_live_01-COM00159,2340000,2356400,comment_reply_causality_not_confirmed,true_source_limit,temporal_proximity_only_not_enough_for_direct_reply,latest_live_01-RL00159,manual_review_original_video_comment_and_host_speech,blocked_source_limit
