session_id,reply_link_id,comment_id,comment_first_seen_ms,candidate_reply_event_id,candidate_reply_start_ms,response_link_type,response_latency_ms,link_evidence,alternative_link_candidates,confidence,arbitration_status,completion_status
latest_live_01,latest_live_01-RL00026,latest_live_01-COM00026,3420000,latest_live_01-SEM0144-000003477970,3477970,insufficient_source_evidence,57970,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00027,latest_live_01-COM00027,3960000,latest_live_01-SEM0164-000003977490,3977490,insufficient_source_evidence,17490,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00028,latest_live_01-COM00028,3960000,latest_live_01-SEM0164-000003977490,3977490,topic_related_not_causal,17490,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00029,latest_live_01-COM00029,2580000,latest_live_01-SEM0110-000002588840,2588840,topic_related_not_causal,8840,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00030,latest_live_01-COM00030,540000,latest_live_01-SEM0021-000000543670,543670,topic_related_not_causal,3670,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00031,latest_live_01-COM00031,540000,latest_live_01-SEM0021-000000543670,543670,insufficient_source_evidence,3670,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00032,latest_live_01-COM00032,540000,latest_live_01-SEM0021-000000543670,543670,insufficient_source_evidence,3670,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00033,latest_live_01-COM00033,540000,latest_live_01-SEM0021-000000543670,543670,topic_related_not_causal,3670,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00034,latest_live_01-COM00034,5880000,latest_live_01-SEM0239-000005897750,5897750,topic_related_not_causal,17750,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00035,latest_live_01-COM00035,3480000,latest_live_01-SEM0145-000003517870,3517870,insufficient_source_evidence,37870,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00036,latest_live_01-COM00036,3900000,latest_live_01-SEM0162-000003915880,3915880,insufficient_source_evidence,15880,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00037,latest_live_01-COM00037,4740000,latest_live_01-SEM0194-000004773440,4773440,topic_related_not_causal,33440,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00038,latest_live_01-COM00038,1740000,latest_live_01-SEM0073-000001741300,1741300,topic_related_not_causal,1300,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00039,latest_live_01-COM00039,4800000,latest_live_01-SEM0196-000004817400,4817400,insufficient_source_evidence,17400,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00040,latest_live_01-COM00040,5880000,latest_live_01-SEM0239-000005897750,5897750,topic_related_not_causal,17750,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00041,latest_live_01-COM00041,420000,latest_live_01-SEM0015-000000424550,424550,insufficient_source_evidence,4550,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00042,latest_live_01-COM00042,840000,latest_live_01-SEM0036-000000843010,843010,topic_related_not_causal,3010,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00043,latest_live_01-COM00043,1080000,latest_live_01-SEM0044-000001092560,1092560,insufficient_source_evidence,12560,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00044,latest_live_01-COM00044,3780000,latest_live_01-SEM0155-000003793910,3793910,insufficient_source_evidence,13910,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00045,latest_live_01-COM00045,3840000,latest_live_01-SEM0158-000003845380,3845380,insufficient_source_evidence,5380,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00046,latest_live_01-COM00046,3720000,latest_live_01-SEM0153-000003743910,3743910,insufficient_source_evidence,23910,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00047,latest_live_01-COM00047,0,latest_live_01-SEM0001-000000000160,160,insufficient_source_evidence,160,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00048,latest_live_01-COM00048,5700000,latest_live_01-SEM0231-000005709060,5709060,topic_related_not_causal,9060,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00049,latest_live_01-COM00049,5820000,latest_live_01-SEM0236-000005823910,5823910,insufficient_source_evidence,3910,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00050,latest_live_01-COM00050,1080000,latest_live_01-SEM0044-000001092560,1092560,insufficient_source_evidence,12560,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00051,latest_live_01-COM00051,5640000,latest_live_01-SEM0229-000005661530,5661530,insufficient_source_evidence,21530,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00052,latest_live_01-COM00052,5640000,latest_live_01-SEM0229-000005661530,5661530,topic_related_not_causal,21530,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00053,latest_live_01-COM00053,1320000,latest_live_01-SEM0052-000001328200,1328200,topic_related_not_causal,8200,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00054,latest_live_01-COM00054,5520000,latest_live_01-SEM0222-000005528520,5528520,insufficient_source_evidence,8520,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00055,latest_live_01-COM00055,4740000,latest_live_01-SEM0194-000004773440,4773440,topic_related_not_causal,33440,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00056,latest_live_01-COM00056,480000,latest_live_01-SEM0018-000000489450,489450,topic_related_not_causal,9450,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00057,latest_live_01-COM00057,4620000,latest_live_01-SEM0188-000004628340,4628340,topic_related_not_causal,8340,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00058,latest_live_01-COM00058,4020000,latest_live_01-SEM0166-000004020400,4020400,topic_related_not_causal,400,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00059,latest_live_01-COM00059,4080000,latest_live_01-SEM0168-000004098120,4098120,topic_related_not_causal,18120,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00060,latest_live_01-COM00060,2160000,latest_live_01-SEM0095-000002200790,2200790,insufficient_source_evidence,40790,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00061,latest_live_01-COM00061,240000,latest_live_01-SEM0008-000000244610,244610,topic_related_not_causal,4610,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00062,latest_live_01-COM00062,1440000,latest_live_01-SEM0059-000001463780,1463780,topic_related_not_causal,23780,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00063,latest_live_01-COM00063,1440000,latest_live_01-SEM0059-000001463780,1463780,insufficient_source_evidence,23780,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00064,latest_live_01-COM00064,3240000,latest_live_01-SEM0140-000003252220,3252220,topic_related_not_causal,12220,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00065,latest_live_01-COM00065,2400000,latest_live_01-SEM0104-000002407810,2407810,insufficient_source_evidence,7810,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00066,latest_live_01-COM00066,5520000,latest_live_01-SEM0222-000005528520,5528520,insufficient_source_evidence,8520,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00067,latest_live_01-COM00067,5580000,latest_live_01-SEM0225-000005580480,5580480,insufficient_source_evidence,480,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00068,latest_live_01-COM00068,1440000,latest_live_01-SEM0059-000001463780,1463780,insufficient_source_evidence,23780,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00069,latest_live_01-COM00069,2040000,latest_live_01-SEM0089-000002049690,2049690,topic_related_not_causal,9690,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00070,latest_live_01-COM00070,5340000,latest_live_01-SEM0215-000005359260,5359260,insufficient_source_evidence,19260,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00071,latest_live_01-COM00071,180000,latest_live_01-SEM0006-000000192060,192060,insufficient_source_evidence,12060,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00072,latest_live_01-COM00072,4920000,latest_live_01-SEM0202-000004928510,4928510,topic_related_not_causal,8510,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00073,latest_live_01-COM00073,2760000,latest_live_01-SEM0119-000002763320,2763320,insufficient_source_evidence,3320,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00074,latest_live_01-COM00074,2820000,latest_live_01-SEM0122-000002827040,2827040,insufficient_source_evidence,7040,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00075,latest_live_01-COM00075,300000,latest_live_01-SEM0010-000000322680,322680,topic_related_not_causal,22680,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00076,latest_live_01-COM00076,4800000,latest_live_01-SEM0196-000004817400,4817400,insufficient_source_evidence,17400,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00077,latest_live_01-COM00077,3000000,latest_live_01-SEM0132-000003002940,3002940,topic_related_not_causal,2940,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00078,latest_live_01-COM00078,600000,latest_live_01-SEM0024-000000622240,622240,topic_related_not_causal,22240,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00079,latest_live_01-COM00079,2100000,latest_live_01-SEM0092-000002104970,2104970,topic_related_not_causal,4970,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00080,latest_live_01-COM00080,4500000,latest_live_01-SEM0184-000004527130,4527130,insufficient_source_evidence,27130,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00081,latest_live_01-COM00081,2280000,latest_live_01-SEM0099-000002294520,2294520,insufficient_source_evidence,14520,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00082,latest_live_01-COM00082,2640000,latest_live_01-SEM0113-000002648220,2648220,insufficient_source_evidence,8220,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00083,latest_live_01-COM00083,2160000,latest_live_01-SEM0095-000002200790,2200790,insufficient_source_evidence,40790,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00084,latest_live_01-COM00084,840000,latest_live_01-SEM0036-000000843010,843010,insufficient_source_evidence,3010,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00085,latest_live_01-COM00085,2340000,latest_live_01-SEM0101-000002356400,2356400,insufficient_source_evidence,16400,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00086,latest_live_01-COM00086,720000,latest_live_01-SEM0029-000000726930,726930,insufficient_source_evidence,6930,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00087,latest_live_01-COM00087,2880000,latest_live_01-SEM0126-000002882250,2882250,insufficient_source_evidence,2250,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00088,latest_live_01-COM00088,2880000,latest_live_01-SEM0126-000002882250,2882250,insufficient_source_evidence,2250,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00089,latest_live_01-COM00089,3060000,latest_live_01-SEM0134-000003079120,3079120,topic_related_not_causal,19120,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00090,latest_live_01-COM00090,5820000,latest_live_01-SEM0236-000005823910,5823910,topic_related_not_causal,3910,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00091,latest_live_01-COM00091,4200000,latest_live_01-SEM0172-000004209530,4209530,insufficient_source_evidence,9530,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00092,latest_live_01-COM00092,5640000,latest_live_01-SEM0229-000005661530,5661530,topic_related_not_causal,21530,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
latest_live_01,latest_live_01-RL00093,latest_live_01-COM00093,5460000,latest_live_01-SEM0219-000005474260,5474260,insufficient_source_evidence,14260,temporal_proximity_only_not_enough_for_direct_reply,direct_reply_requires_explicit_comment_addressing_evidence,0.42,final_enum_no_candidate_pending_review,partial_source_limited
latest_live_01,latest_live_01-RL00094,latest_live_01-COM00094,4380000,latest_live_01-SEM0180-000004402040,4402040,topic_related_not_causal,22040,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,direct_reply_requires_explicit_comment_addressing_evidence,0.54,final_enum_no_candidate_pending_review,passed
