session_id,risk_item_id,related_event_id,related_comment_id,start_ms,timecode,risk_type,risk_level,risk_evidence,handover_required,handover_reason,safe_fallback,completion_status
latest_live_01,RISK-00011,latest_live_01-SEM0190-000004689940,latest_live_01-COM00017,4680000,01:18:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00012,latest_live_01-SEM0213-000005305510,latest_live_01-COM00018,5280000,01:28:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00013,latest_live_01-SEM0212-000005258220,latest_live_01-COM00019,5220000,01:27:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00014,latest_live_01-SEM0215-000005359260,latest_live_01-COM00020,5340000,01:29:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00015,latest_live_01-SEM0155-000003793910,latest_live_01-COM00021,3780000,01:03:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00016,latest_live_01-SEM0079-000001864220,latest_live_01-COM00022,1860000,00:31:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00017,latest_live_01-SEM0082-000001925470,latest_live_01-COM00023,1920000,00:32:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00018,latest_live_01-SEM0143-000003411760,latest_live_01-COM00024,3360000,00:56:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00019,latest_live_01-SEM0151-000003674180,latest_live_01-COM00025,3660000,01:01:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00020,latest_live_01-SEM0144-000003477970,latest_live_01-COM00026,3420000,00:57:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00021,latest_live_01-SEM0164-000003977490,latest_live_01-COM00027,3960000,01:06:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00022,latest_live_01-SEM0021-000000543670,latest_live_01-COM00031,540000,00:09:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00023,latest_live_01-SEM0021-000000543670,latest_live_01-COM00032,540000,00:09:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00024,latest_live_01-SEM0145-000003517870,latest_live_01-COM00035,3480000,00:58:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00025,latest_live_01-SEM0162-000003915880,latest_live_01-COM00036,3900000,01:05:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00026,latest_live_01-SEM0196-000004817400,latest_live_01-COM00039,4800000,01:20:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00027,latest_live_01-SEM0015-000000424550,latest_live_01-COM00041,420000,00:07:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00028,latest_live_01-SEM0044-000001092560,latest_live_01-COM00043,1080000,00:18:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00029,latest_live_01-SEM0155-000003793910,latest_live_01-COM00044,3780000,01:03:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00030,latest_live_01-SEM0158-000003845380,latest_live_01-COM00045,3840000,01:04:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00031,latest_live_01-SEM0153-000003743910,latest_live_01-COM00046,3720000,01:02:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00032,latest_live_01-SEM0001-000000000160,latest_live_01-COM00047,0,00:00:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00033,latest_live_01-SEM0236-000005823910,latest_live_01-COM00049,5820000,01:37:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00034,latest_live_01-SEM0044-000001092560,latest_live_01-COM00050,1080000,00:18:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00035,latest_live_01-SEM0229-000005661530,latest_live_01-COM00051,5640000,01:34:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00036,latest_live_01-SEM0222-000005528520,latest_live_01-COM00054,5520000,01:32:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00037,latest_live_01-SEM0095-000002200790,latest_live_01-COM00060,2160000,00:36:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00038,latest_live_01-SEM0059-000001463780,latest_live_01-COM00063,1440000,00:24:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00039,latest_live_01-SEM0104-000002407810,latest_live_01-COM00065,2400000,00:40:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00040,latest_live_01-SEM0222-000005528520,latest_live_01-COM00066,5520000,01:32:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00041,latest_live_01-SEM0225-000005580480,latest_live_01-COM00067,5580000,01:33:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00042,latest_live_01-SEM0059-000001463780,latest_live_01-COM00068,1440000,00:24:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00043,latest_live_01-SEM0215-000005359260,latest_live_01-COM00070,5340000,01:29:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00044,latest_live_01-SEM0006-000000192060,latest_live_01-COM00071,180000,00:03:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00045,latest_live_01-SEM0119-000002763320,latest_live_01-COM00073,2760000,00:46:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00046,latest_live_01-SEM0122-000002827040,latest_live_01-COM00074,2820000,00:47:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00047,latest_live_01-SEM0196-000004817400,latest_live_01-COM00076,4800000,01:20:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00048,latest_live_01-SEM0184-000004527130,latest_live_01-COM00080,4500000,01:15:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00049,latest_live_01-SEM0099-000002294520,latest_live_01-COM00081,2280000,00:38:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00050,latest_live_01-SEM0113-000002648220,latest_live_01-COM00082,2640000,00:44:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00051,latest_live_01-SEM0095-000002200790,latest_live_01-COM00083,2160000,00:36:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00052,latest_live_01-SEM0036-000000843010,latest_live_01-COM00084,840000,00:14:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00053,latest_live_01-SEM0101-000002356400,latest_live_01-COM00085,2340000,00:39:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00054,latest_live_01-SEM0029-000000726930,latest_live_01-COM00086,720000,00:12:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00055,latest_live_01-SEM0126-000002882250,latest_live_01-COM00087,2880000,00:48:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00056,latest_live_01-SEM0126-000002882250,latest_live_01-COM00088,2880000,00:48:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00057,latest_live_01-SEM0172-000004209530,latest_live_01-COM00091,4200000,01:10:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00058,latest_live_01-SEM0219-000005474260,latest_live_01-COM00093,5460000,01:31:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00059,latest_live_01-SEM0073-000001741300,latest_live_01-COM00096,1740000,00:29:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00060,latest_live_01-SEM0155-000003793910,latest_live_01-COM00097,3780000,01:03:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00061,latest_live_01-SEM0213-000005305510,latest_live_01-COM00100,5280000,01:28:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00062,latest_live_01-SEM0211-000005200440,latest_live_01-COM00101,5160000,01:26:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00063,latest_live_01-SEM0215-000005359260,latest_live_01-COM00102,5340000,01:29:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00064,latest_live_01-SEM0082-000001925470,latest_live_01-COM00103,1920000,00:32:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00065,latest_live_01-SEM0070-000001708090,latest_live_01-COM00104,1680000,00:28:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00066,latest_live_01-SEM0079-000001864220,latest_live_01-COM00105,1860000,00:31:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00067,latest_live_01-SEM0231-000005709060,latest_live_01-COM00106,5700000,01:35:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00068,latest_live_01-SEM0012-000000367650,latest_live_01-COM00107,360000,00:06:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00069,latest_live_01-SEM0225-000005580480,latest_live_01-COM00108,5580000,01:33:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00070,latest_live_01-SEM0104-000002407810,latest_live_01-COM00109,2400000,00:40:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00071,latest_live_01-SEM0145-000003517870,latest_live_01-COM00112,3480000,00:58:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00072,latest_live_01-SEM0174-000004268850,latest_live_01-COM00113,4260000,01:11:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00073,latest_live_01-SEM0158-000003845380,latest_live_01-COM00117,3840000,01:04:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00074,latest_live_01-SEM0155-000003793910,latest_live_01-COM00118,3780000,01:03:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00075,latest_live_01-SEM0036-000000843010,latest_live_01-COM00119,840000,00:14:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00076,latest_live_01-SEM0199-000004880690,latest_live_01-COM00120,4860000,01:21:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00077,latest_live_01-SEM0211-000005200440,latest_live_01-COM00123,5160000,01:26:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00078,latest_live_01-SEM0059-000001463780,latest_live_01-COM00126,1440000,00:24:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00079,latest_live_01-SEM0109-000002564400,latest_live_01-COM00127,2520000,00:42:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00080,latest_live_01-SEM0029-000000726930,latest_live_01-COM00128,720000,00:12:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00081,latest_live_01-SEM0006-000000192060,latest_live_01-COM00129,180000,00:03:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00082,latest_live_01-SEM0021-000000543670,latest_live_01-COM00130,540000,00:09:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00083,latest_live_01-SEM0021-000000543670,latest_live_01-COM00131,540000,00:09:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00084,latest_live_01-SEM0086-000001992590,latest_live_01-COM00133,1980000,00:33:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00085,latest_live_01-SEM0113-000002648220,latest_live_01-COM00137,2640000,00:44:00,comment_content_risk,high,host_text_and_comment_share_topic_but_no_direct_visual_or_verbal_address,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00086,latest_live_01-SEM0082-000001925470,latest_live_01-COM00138,1920000,00:32:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00087,latest_live_01-SEM0122-000002827040,latest_live_01-COM00140,2820000,00:47:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00088,latest_live_01-SEM0239-000005897750,latest_live_01-COM00141,5880000,01:38:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00089,latest_live_01-SEM0174-000004268850,latest_live_01-COM00144,4260000,01:11:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00090,latest_live_01-SEM0089-000002049690,latest_live_01-COM00145,2040000,00:34:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00091,latest_live_01-SEM0182-000004477210,latest_live_01-COM00146,4440000,01:14:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00092,latest_live_01-SEM0070-000001708090,latest_live_01-COM00150,1680000,00:28:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00093,latest_live_01-SEM0158-000003845380,latest_live_01-COM00155,3840000,01:04:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00094,latest_live_01-SEM0151-000003674180,latest_live_01-COM00156,3660000,01:01:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00095,latest_live_01-SEM0177-000004340770,latest_live_01-COM00157,4320000,01:12:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00096,latest_live_01-SEM0086-000001992590,latest_live_01-COM00158,1980000,00:33:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00097,latest_live_01-SEM0101-000002356400,latest_live_01-COM00159,2340000,00:39:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00098,latest_live_01-SEM0099-000002294520,latest_live_01-COM00160,2280000,00:38:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00099,latest_live_01-SEM0166-000004020400,latest_live_01-COM00161,4020000,01:07:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
latest_live_01,RISK-00100,latest_live_01-SEM0174-000004268850,latest_live_01-COM00162,4260000,01:11:00,comment_reply_low_confidence,medium,temporal_proximity_only_not_enough_for_direct_reply,true,direct_reply_not_confirmed_or_comment_risk_present,manual_takeover_or_safe_generic_answer,passed
