session_id,comment_id,anonymous_user_id,dedupe_group_id,comment_text_redacted,intent,risk,first_seen_ms,last_seen_ms,seen_count,source_window_ids,comment_change_segment_ids,evidence_refs,ocr_confidence_avg,source_mix,final_state,completion_status
latest_live_01,latest_live_01-COM00011,latest_live_01-AUe86c31bc23,latest_live_01-DG39256f0d02c8,Azenlee: 我有结节，按摩手法可以吗,咨询产品适用性,none,2640000,2700000,1,latest_live_01-ACTQW0045-A02,latest_live_01-CHG-comment-000002667000;latest_live_01-CHG-host-000002698000;latest_live_01-CHG-scene-000002642000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0045-A02_qwen3-vl-plus.json,0.95,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00012,latest_live_01-AU11a6b51407,latest_live_01-DG4bd8ad79ca7e,Candy石... 第一天...不管30+还是50+的...,engagement,none,4860000,4920000,1,latest_live_01-ACTQW0082-A01,latest_live_01-CHG-comment-000004862000;latest_live_01-CHG-host-000004862000;latest_live_01-CHG-scene-000004862000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0082-A01_qwen-vl-plus.json,0.82,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00013,latest_live_01-AU60b26bfb6a,latest_live_01-DGdfb8cf34f69c,Candy石... 这...老师好...,greeting,none,4860000,4920000,1,latest_live_01-ACTQW0082-A01,latest_live_01-CHG-comment-000004862000;latest_live_01-CHG-host-000004862000;latest_live_01-CHG-scene-000004862000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0082-A01_qwen-vl-plus.json,0.85,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00014,latest_live_01-AU1aec91d290,latest_live_01-DG61e887a183d5,Candy老师 这啥音乐老师 奥 孩子来了,curiosity,none,4620000,4680000,1,latest_live_01-ACTQW0078-A01,latest_live_01-CHG-comment-000004669000;latest_live_01-CHG-host-000004657000;latest_live_01-CHG-scene-000004657000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0078-A01_qwen-vl-plus.json,0.89,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00015,latest_live_01-AU31af526b3e,latest_live_01-DGa027ca9ccb41,Candy老师：这哈音乐老师 奥,提问/咨询,none,4560000,4620000,1,latest_live_01-ACTQW0077-A01,latest_live_01-CHG-comment-000004604000;latest_live_01-CHG-host-000004583000;latest_live_01-CHG-scene-000004589000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0077-A01_qwen-vl-plus.json,0.82,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00016,latest_live_01-AUaae78837f8,latest_live_01-DG235fd9c55b27,Candy老师：这音乐老师真好听,评价,none,4440000,4500000,1,latest_live_01-ACTQW0075-A01,latest_live_01-CHG-comment-000004477000;latest_live_01-CHG-host-000004477000;latest_live_01-CHG-scene-000004477000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0075-A01_qwen-vl-plus.json,0.91,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00017,latest_live_01-AU2e74f54d55,latest_live_01-DGf9e088b184ed,Candy老者：这音乐老师棒...奥...羊100手机来了,engagement,none,4680000,4740000,1,latest_live_01-ACTQW0079-A01,latest_live_01-CHG-comment-000004729000;latest_live_01-CHG-host-000004706000;latest_live_01-CHG-scene-000004704000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0079-A01_qwen-vl-plus.json,0.78,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00018,latest_live_01-AU5756853d60,latest_live_01-DGe7b4b815e351,Checo越来越好关注了主播,关注,none,5280000,5340000,1,latest_live_01-ACTQW0089-A01,latest_live_01-CHG-comment-000005288000;latest_live_01-CHG-host-000005291000;latest_live_01-CHG-scene-000005291000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0089-A01_qwen-vl-plus.json,0.87,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00019,latest_live_01-AU656c8a83e7,latest_live_01-DG090677017374,Cheno越来越关注了主播,engagement,none,5220000,5280000,1,latest_live_01-ACTQW0088-A01,latest_live_01-CHG-comment-000005236000;latest_live_01-CHG-host-000005236000;latest_live_01-CHG-scene-000005248000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0088-A01_qwen-vl-plus.json,0.89,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00020,latest_live_01-AU3e84aec6ef,latest_live_01-DG0bb2514264f4,Cheong越来越关注了主播,关注,none,5340000,5400000,1,latest_live_01-ACTQW0090-A01,latest_live_01-CHG-comment-000005396000;latest_live_01-CHG-host-000005396000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0090-A01_qwen-vl-plus.json,0.87,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00021,latest_live_01-AUce34500d2d,latest_live_01-DGecff36dc00c6,Je 这么练,互动,none,3780000,3840000,1,latest_live_01-ACTQW0064-A01,latest_live_01-CHG-comment-000003783000;latest_live_01-CHG-host-000003783000;latest_live_01-CHG-scene-000003822000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0064-A01_qwen-vl-plus.json,0.9,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00022,latest_live_01-AU1e9ce0f4f7,latest_live_01-DG14e29f759d82,MK+为王点点赞了,互动,none,1860000,1920000,1,latest_live_01-ACTQW0032-A01,latest_live_01-CHG-comment-000001916000;latest_live_01-CHG-host-000001916000;latest_live_01-CHG-scene-000001916000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0032-A01_qwen-vl-plus.json,0.91,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00023,latest_live_01-AU28c6f08e39,latest_live_01-DGa2aa50fd9eca,MK+维纳斯之光为主播点赞,互动,none,1920000,1980000,1,latest_live_01-ACTQW0033-A01,latest_live_01-CHG-comment-000001922000;latest_live_01-CHG-host-000001931000;latest_live_01-CHG-scene-000001923000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0033-A01_qwen-vl-plus.json,0.92,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00024,latest_live_01-AUf3d16fec7a,latest_live_01-DG39465f3fe3ef,mm关注主播来了,关注,none,3360000,3420000,1,latest_live_01-ACTQW0057-A01,latest_live_01-CHG-comment-000003413000;latest_live_01-CHG-host-000003413000;latest_live_01-CHG-scene-000003414000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0057-A01_qwen-vl-plus.json,0.92,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00025,latest_live_01-AUdab8fae8a2,latest_live_01-DG8249ebd4525e,mm 关注了主播,关注,none,3660000,3900000,4,latest_live_01-ACTQW0062-A01;latest_live_01-ACTQW0063-A01;latest_live_01-ACTQW0064-A01;latest_live_01-ACTQW0065-A01,latest_live_01-CHG-comment-000003682000;latest_live_01-CHG-comment-000003774000;latest_live_01-CHG-comment-000003783000;latest_live_01-CHG-comment-000003869000;latest_live_01-CHG-host-000003682000;latest_live_01-CHG-host-000003774000;latest_live_01-CHG-host-000003783000;latest_live_01-CHG-host-000003869000;latest_live_01-CHG-scene-000003684000;latest_live_01-CHG-scene-000003774000;latest_live_01-CHG-scene-000003822000;latest_live_01-CHG-scene-000003893000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0062-A01_qwen-vl-plus.json;_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0063-A01_qwen-vl-plus.json;_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0064-A01_qwen-vl-plus.json;_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0065-A01_qwen-vl-plus.json,0.935,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00026,latest_live_01-AU6e25253b01,latest_live_01-DG9453da60ff79,mm：关注了主播。,关注,none,3420000,3480000,1,latest_live_01-ACTQW0058-A01,latest_live_01-CHG-comment-000003452000;latest_live_01-CHG-host-000003442000;latest_live_01-CHG-scene-000003467000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0058-A01_qwen-vl-plus.json,0.89,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00027,latest_live_01-AU288170c350,latest_live_01-DG63c1ffd3423b,Qin 关注了主播,关注,none,3960000,4020000,1,latest_live_01-ACTQW0067-A01,latest_live_01-CHG-comment-000004003000;latest_live_01-CHG-host-000004017000;latest_live_01-CHG-scene-000004017000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0067-A01_qwen-vl-plus.json,0.95,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00028,latest_live_01-AUc368836d5e,latest_live_01-DGd32016aeb6a0,Qin 发了，买了视频课程码，收了。,购买确认,none,3960000,4020000,1,latest_live_01-ACTQW0067-A01,latest_live_01-CHG-comment-000004003000;latest_live_01-CHG-host-000004017000;latest_live_01-CHG-scene-000004017000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0067-A01_qwen-vl-plus.json,0.91,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00029,latest_live_01-AUcb63dfe935,latest_live_01-DG82fd206a1a93,S.O.S: 下完2号商品了,反馈,none,2580000,2640000,1,latest_live_01-ACTQW0044-A01,latest_live_01-CHG-comment-000002594000;latest_live_01-CHG-host-000002590000;latest_live_01-CHG-scene-000002587000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0044-A01_qwen-vl-plus.json,0.89,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00030,latest_live_01-AUb1c0947a0c,latest_live_01-DGd300da1d81e4,【19】弹出一片天：真心老师没产后恢复够,分享个人经历/表达认同,none,540000,600000,1,latest_live_01-ACTQW0010-A02,latest_live_01-CHG-comment-000000590000;latest_live_01-CHG-host-000000542000;latest_live_01-CHG-scene-000000555000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0010-A02_qwen3-vl-plus.json,0.95,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00031,latest_live_01-AU294ea584bc,latest_live_01-DGa27f555610d8,【20】评论：加入了直播间,状态提示,none,540000,600000,1,latest_live_01-ACTQW0010-A02,latest_live_01-CHG-comment-000000590000;latest_live_01-CHG-host-000000542000;latest_live_01-CHG-scene-000000555000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0010-A02_qwen3-vl-plus.json,0.92,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00032,latest_live_01-AU81717d78ad,latest_live_01-DG920e0c09adea,【21】十五年产后盆底肌运动训练经验,补充背景信息,none,540000,600000,1,latest_live_01-ACTQW0010-A02,latest_live_01-CHG-comment-000000590000;latest_live_01-CHG-host-000000542000;latest_live_01-CHG-scene-000000555000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0010-A02_qwen3-vl-plus.json,0.94,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00033,latest_live_01-AU7b1a28e27c,latest_live_01-DG442838314789,【22】弹出一片天：真心老师线上线下帮助了数十万姐妹重回（少女感），培养上千名教练，挑战了万人盆底肌运动吉尼斯世界记录,宣传/背书,none,540000,600000,1,latest_live_01-ACTQW0010-A02,latest_live_01-CHG-comment-000000590000;latest_live_01-CHG-host-000000542000;latest_live_01-CHG-scene-000000555000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0010-A02_qwen3-vl-plus.json,0.93,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00034,latest_live_01-AUba12f9ca61,latest_live_01-DGd6c32c7bbba2,一定要练起来了！,互动参与,none,5880000,5935437,1,latest_live_01-ACTQW0099-A01,latest_live_01-CHG-comment-000005907000;latest_live_01-CHG-host-000005909000;latest_live_01-CHG-scene-000005881000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0099-A01_qwen-vl-plus.json,0.96,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00035,latest_live_01-AU271e48b1db,latest_live_01-DGaece20f0f92a,万在心里来了,互动,none,3480000,3540000,1,latest_live_01-ACTQW0059-A01,latest_live_01-CHG-comment-000003514000;latest_live_01-CHG-host-000003517000;latest_live_01-CHG-scene-000003517000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0059-A01_qwen-vl-plus.json,0.815,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00036,latest_live_01-AUea4cb8bff3,latest_live_01-DGf5503ecd15e1,三哥好,打招呼,none,3900000,3908000,1,latest_live_01-QW0014,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0014_qwen-vl-plus.json,,prior_137_window,observed_lifecycle_completed_source_limited_reply,partial_prior_window
latest_live_01,latest_live_01-COM00037,latest_live_01-AU638d283c16,latest_live_01-DG054aa5f3ca41,不管30+还是60+的姐姐们都可以用,endorsement,none,4740000,4800000,1,latest_live_01-ACTQW0080-A01,latest_live_01-CHG-comment-000004774000;latest_live_01-CHG-host-000004776000;latest_live_01-CHG-scene-000004781000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0080-A01_qwen-vl-plus.json,0.91,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00038,latest_live_01-AU4a9d4f515c,latest_live_01-DGeb152b720cea,不要万物宠爱爱你 来了,greeting,none,1740000,1800000,1,latest_live_01-ACTQW0030-A02,latest_live_01-CHG-comment-000001798000;latest_live_01-CHG-host-000001798000;latest_live_01-CHG-scene-000001798000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0030-A02_qwen3-vl-plus.json,0.87,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00039,latest_live_01-AU8b304b6fcf,latest_live_01-DGa5af8280a17b,不错，老师讲得很好。,positive_feedback,none,4800000,4808000,1,latest_live_01-QW0017,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0017_qwen-vl-plus.json,,prior_137_window,observed_lifecycle_completed_source_limited_reply,partial_prior_window
latest_live_01,latest_live_01-COM00040,latest_live_01-AU144867b1ff,latest_live_01-DGf6541c5d556d,主播建议大家直接买咱们家有球，在家里面练起来。,互动参与,none,5880000,5935437,1,latest_live_01-ACTQW0099-A01,latest_live_01-CHG-comment-000005907000;latest_live_01-CHG-host-000005909000;latest_live_01-CHG-scene-000005881000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0099-A01_qwen-vl-plus.json,0.95,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00041,latest_live_01-AU94b295664c,latest_live_01-DGcdb6f93c5143,义丫丫来了,greeting,none,420000,480000,1,latest_live_01-ACTQW0008-A01,latest_live_01-CHG-comment-000000421000;latest_live_01-CHG-host-000000421000;latest_live_01-CHG-scene-000000421000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0008-A01_qwen-vl-plus.json,0.95,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00042,latest_live_01-AU9ab731ef2b,latest_live_01-DG8cebbe822f24,了数...万人...上千名教...挑战了方...世界记录...,positive_feedback,none,840000,900000,1,latest_live_01-ACTQW0015-A01,latest_live_01-CHG-comment-000000862000;latest_live_01-CHG-host-000000847000;latest_live_01-CHG-scene-000000857000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0015-A01_qwen-vl-plus.json,0.85,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00043,latest_live_01-AU245d80f570,latest_live_01-DGfc7ce5176617,二妹关注了主播,follower_engagement,none,1080000,1200000,2,latest_live_01-ACTQW0019-A01;latest_live_01-ACTQW0020-A02,latest_live_01-CHG-comment-000001112000;latest_live_01-CHG-comment-000001140000;latest_live_01-CHG-host-000001136000;latest_live_01-CHG-host-000001173000;latest_live_01-CHG-scene-000001119000;latest_live_01-CHG-scene-000001175000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0019-A01_qwen-vl-plus.json;_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0020-A02_qwen3-vl-plus.json,0.935,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00044,latest_live_01-AU27ebb9bc59,latest_live_01-DG798026caec53,于***下2号商品,咨询,none,3780000,3840000,1,latest_live_01-ACTQW0064-A01,latest_live_01-CHG-comment-000003783000;latest_live_01-CHG-host-000003783000;latest_live_01-CHG-scene-000003822000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0064-A01_qwen-vl-plus.json,0.92,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
latest_live_01,latest_live_01-COM00045,latest_live_01-AUba7fa7aca9,latest_live_01-DG7acdf0ec92ae,于***下单2号商品,购买意向,none,3840000,3900000,1,latest_live_01-ACTQW0065-A01,latest_live_01-CHG-comment-000003869000;latest_live_01-CHG-host-000003869000;latest_live_01-CHG-scene-000003893000,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_01/latest_live_01-ACTQW0065-A01_qwen-vl-plus.json,0.92,new_526_missing_window,observed_lifecycle_completed_source_limited_reply,passed
