session_id,coverage_window_id,start_ms,end_ms,coverage_level,qwen_vl_observed,qwen_window_id,qwen_evidence_ref,coverage_status,comment_area_visible,visible_comment_count,observed_action,prosody_label,source_limit_reason,completion_status
latest_live_01,latest_live_01-VC0017,960000,1020000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0018,1020000,1080000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0019,1080000,1140000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0020,1140000,1200000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0021,1200000,1260000,base_60s_registry,true,latest_live_01-QW0005,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0005_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,3,hand gesture and body movement,engaging,,passed
latest_live_01,latest_live_01-VC0022,1260000,1320000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0023,1320000,1380000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0024,1380000,1440000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0025,1440000,1500000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0026,1500000,1560000,base_60s_registry,true,latest_live_01-QW0006,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0006_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing,clear_and_enunciated,,passed
latest_live_01,latest_live_01-VC0027,1560000,1620000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0028,1620000,1680000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0029,1680000,1740000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0030,1740000,1800000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0031,1800000,1860000,base_60s_registry,true,latest_live_01-QW0007,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0007_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing,clear_and_concise,,passed
latest_live_01,latest_live_01-VC0032,1860000,1920000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0033,1920000,1980000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0034,1980000,2040000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0035,2040000,2100000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0036,2100000,2160000,base_60s_registry,true,latest_live_01-QW0008,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0008_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing,clear_and_enunciated,,passed
latest_live_01,latest_live_01-VC0037,2160000,2220000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0038,2220000,2280000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0039,2280000,2340000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0040,2340000,2400000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0041,2400000,2460000,base_60s_registry,true,latest_live_01-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0009_qwen-vl-max.json,observed_by_existing_alibaba_qwen_vl,yes,5,holding a white ball and demonstrating movements,calm and instructional tone,,passed
latest_live_01,latest_live_01-VC0042,2460000,2520000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0043,2520000,2580000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0044,2580000,2640000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0045,2640000,2700000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0046,2700000,2760000,base_60s_registry,true,latest_live_01-QW0010,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0010_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,1,手势表达,平稳,,passed
latest_live_01,latest_live_01-VC0047,2760000,2820000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0048,2820000,2880000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0049,2880000,2940000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0050,2940000,3000000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0051,3000000,3060000,base_60s_registry,true,latest_live_01-QW0011,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0011_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing,clear and articulate,,passed
latest_live_01,latest_live_01-VC0052,3060000,3120000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0053,3120000,3180000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0054,3180000,3240000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0055,3240000,3300000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0056,3300000,3360000,base_60s_registry,true,latest_live_01-QW0012,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0012_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,standing and gesturing,friendly_and_inviting,,passed
latest_live_01,latest_live_01-VC0057,3360000,3420000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0058,3420000,3480000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0059,3480000,3540000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0060,3540000,3600000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0061,3600000,3660000,base_60s_registry,true,latest_live_01-QW0013,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0013_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,3,holding and displaying a product,clear and deliberate,,passed
latest_live_01,latest_live_01-VC0062,3660000,3720000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0063,3720000,3780000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0064,3780000,3840000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0065,3840000,3900000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0066,3900000,3960000,base_60s_registry,true,latest_live_01-QW0014,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0014_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,手持瑜伽球，进行动作演示。,清晰平稳,,passed
latest_live_01,latest_live_01-VC0067,3960000,4020000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0068,4020000,4080000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0069,4080000,4140000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0070,4140000,4200000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0071,4200000,4260000,base_60s_registry,true,latest_live_01-QW0015,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0015_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,3,手持书籍展示,平稳,,passed
latest_live_01,latest_live_01-VC0072,4260000,4320000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0073,4320000,4380000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0074,4380000,4440000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0075,4440000,4500000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0076,4500000,4560000,base_60s_registry,true,latest_live_01-QW0016,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0016_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,演示盆底肌锻炼动作,clear_and_calm,,passed
latest_live_01,latest_live_01-VC0077,4560000,4620000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0078,4620000,4680000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0079,4680000,4740000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0080,4740000,4800000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0081,4800000,4860000,base_60s_registry,true,latest_live_01-QW0017,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0017_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing,clear_and_enunciating,,passed
latest_live_01,latest_live_01-VC0082,4860000,4920000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0083,4920000,4980000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0084,4980000,5040000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0085,5040000,5100000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0086,5100000,5160000,base_60s_registry,true,latest_live_01-QW0018,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0018_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,手持球体，配合手势讲解。,清晰流畅,,passed
latest_live_01,latest_live_01-VC0087,5160000,5220000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0088,5220000,5280000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0089,5280000,5340000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0090,5340000,5400000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0091,5400000,5460000,base_60s_registry,true,latest_live_01-QW0019,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0019_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,1,手持粉色球体，进行讲解和手势辅助。,平稳,,passed
latest_live_01,latest_live_01-VC0092,5460000,5520000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0093,5520000,5580000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0094,5580000,5640000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0095,5640000,5700000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0096,5700000,5760000,base_60s_registry,true,latest_live_01-QW0020,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0020_qwen3-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,4,手持蓝色笔状物，配合讲话做手势；时而指向屏幕右侧图文区,高能量推销语调,,passed
latest_live_01,latest_live_01-VC0097,5760000,5820000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0098,5820000,5880000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_01,latest_live_01-VC0099,5880000,5935437,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0001,0,60000,base_60s_registry,true,latest_live_02-QW0001,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0001_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,主播在进行手部和头部的动作演示。,清晰流畅,,passed
latest_live_02,latest_live_02-VC0002,60000,120000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0003,120000,180000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0004,180000,240000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0005,240000,300000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0006,300000,360000,base_60s_registry,true,latest_live_02-QW0002,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0002_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing with hands,clear_and_calm,,passed
latest_live_02,latest_live_02-VC0007,360000,420000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0008,420000,480000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0009,480000,540000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0010,540000,600000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0011,600000,660000,base_60s_registry,true,latest_live_02-QW0003,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0003_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing,clear_and_focused,,passed
latest_live_02,latest_live_02-VC0012,660000,720000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0013,720000,780000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0014,780000,840000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0015,840000,900000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0016,900000,960000,base_60s_registry,true,latest_live_02-QW0004,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0004_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,站立讲解,清晰流畅,,passed
latest_live_02,latest_live_02-VC0017,960000,1020000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0018,1020000,1080000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0019,1080000,1140000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0020,1140000,1200000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0021,1200000,1260000,base_60s_registry,true,latest_live_02-QW0005,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0005_qwen-vl-plus.json,observed_by_existing_alibaba_qwen_vl,yes,2,speaking and gesturing,clear_and_calm,,passed
latest_live_02,latest_live_02-VC0022,1260000,1320000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0023,1320000,1380000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
latest_live_02,latest_live_02-VC0024,1380000,1440000,base_60s_registry,false,,,source_limited_unknown,not_observable,0,not_observable,not_observable,no_qwen_vl_observation_for_this_60s_registry_window,blocked_source_limit
