session_id,semantic_event_id,start_ms,end_ms,duration_ms,event_type,live_stage,utterance_function,source_audio_segment_ids,source_visual_window_ids,source_comment_ids,trigger_source,text_summary_clean,semantic_confidence,course_alignment_status,reply_relation_status,action_observation_status,prosody_status,completion_status
latest_live_01,latest_live_01-SEM0011-000000344900,344900,367370,22470,host_semantic_block,host_semantic,explain_or_transition_candidate,latest_live_01-A000062;latest_live_01-A000063;latest_live_01-A000064;latest_live_01-A000065;latest_live_01-A000066,,,asr_host_speech,包括我那天去洗头，我去做那个头疗的地方，他们让我办卡，说办卡就送星爷的电影票。 我说：“哦，都已经这个样子支持了吗？ ”Ok，好，都看了哈，看了又看，嗯，木阳老师昨天看了哈，我看到了你发的那个视频哈。 你看，每一个人看同样的电影，但是给我们的启发都不一样。 所以我觉得就是这部影片还是非常值得看的。,0.901,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0012-000000367650,367650,395390,27740,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000067;latest_live_01-A000068;latest_live_01-A000069;latest_live_01-A000070,,,asr_host_speech,就一个是作为我们个人来讲，一个人心态上面的转化，从输赢对错，到非黑即白，到最后可以放松，可以包容。 然后呢，这是一个人的，再到从我们说家国情怀的，那上面的每一个人，每一个代号，每一个动作，或者每个场景，都是有它的隐喻的。 如果没有人去解析，可能一般人真的是看不懂这个隐喻。 但是一解析过后，哇，这这就能感受到星爷的这种良苦用心哈！,0.931,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0013-000000395710,395710,412430,16720,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000071;latest_live_01-A000072;latest_live_01-A000073;latest_live_01-A000074;latest_live_01-A000075,,,asr_host_speech,OK，好，那我们啊寒暄完了，接下来我们就要开始干嘛呢？ 练功夫！ 所以来，我们要练的不是功夫女足，我们要练的是什么功夫女人？ 所以说大家觉得女人最应该练的是什么功夫？ 是不是我们的盆底功夫？,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0014-000000412790,412790,424470,11680,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000076;latest_live_01-A000077;latest_live_01-A000078;latest_live_01-A000079,,,asr_host_speech,所以来，我也要展示一下我的功夫。 我没有足球，可是我有瑜伽球。 我没有足球，可是我有瑜伽球。 我不擅长踢球，可是我擅长吊球啊！,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0015-000000424550,424550,446320,21770,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000080;latest_live_01-A000081;latest_live_01-A000082;latest_live_01-A000083,,,asr_host_speech,我觉得这也是我的功夫啊！ 我可以用我的盆底肌的力量。 可以把这个球两斤重，可以挂两到三个，把它轻轻松松的吊起来，还能在身体不动的情况下，让这个球可以前后摆动、左右摆动，还能让它360度的螺旋式的旋转。 姐妹们，你们说这个是不是功夫？,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0016-000000446960,446960,466960,20000,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000084;latest_live_01-A000086;latest_live_01-A000087;latest_live_01-A000088,,,asr_host_speech,这个是不是功夫？ 来，这个功夫我们要不要学习起来？ 要不要练习起来？ 啊，我们可能不一定会去打比赛，可是当你真正能够控制你的盆底肌了，当你的盆底变得很强壮、很紧致、很有力量，能够让这个球球可以心随我动的时候，来，是不是很厉害？,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0017-000000467400,467400,489040,21640,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000089;latest_live_01-A000090;latest_live_01-A000091;latest_live_01-A000092,,,asr_host_speech,这个厉害我觉得不仅仅是体现在我们日常生活当中，更是体现在我们的方方面面。 所以来，想跟老师一样也变得很厉害的，想跟老师学这个球球功夫的姐妹们，可以先关注上，跟着我一起动起来。 当然啊，这个球球如果你没有看过，不知道怎么掉的姐妹们也没关系。 好，然后回头我会给你们讲解。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0018-000000489450,489450,504370,14920,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000093;latest_live_01-A000094;latest_live_01-A000095;latest_live_01-A000096,,,asr_host_speech,那接下来的话呢，我会带大家一起来练习啊。 这个是高阶的时候我们才会去练习到的。 对于我们直播间呢，我们是零基础的教学，所以你不用担心一来就会让你掉球球哈！ 很多人说：“哇，老师要掉球球，好可怕啊！,0.92,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0019-000000504410,504410,526030,21620,engagement_block,opening_or_engagement,welcome_or_warmup_candidate,latest_live_01-A000097;latest_live_01-A000098;latest_live_01-A000099;latest_live_01-A000100,,,asr_host_speech,”吓跑了啊？ 不用担心，这个球球刚开始你们不会用哈。 因为我们在这个直播间呢，我们是针对零基础的姐妹。 如果你是产后妈妈，或者是说我们是到了50加，已经到了绝经期、更年期了……想要保持年轻、恢复自信，到我们生产前的这种状态的姐妹们，大家就可以跟着我来啊！,0.846,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0020-000000526150,526150,543390,17240,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000101;latest_live_01-A000102;latest_live_01-A000103;latest_live_01-A000104,,,asr_host_speech,因为我自己呢，也是一个产后妈妈啊！ 我生了小孩，只不过我孩子比较大了，已经马上18岁了。 所以我自己也面临着啊，可能快要进入到更年期，也经历过怀孕生产的这个过程。 所以我自己也是亲身经历生产过后带给我的各种问题。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0021-000000543670,543670,566670,23000,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000105;latest_live_01-A000106;latest_live_01-A000107;latest_live_01-A000108,,,asr_host_speech,我那个时候脱垂、漏尿、妇科炎症、尿路感染，真的全部都找上我，没有一样逃离的。 所以我那个时候就想：“哎呀，怎么女人生了孩子过后这么可怜呢？ 我有什么方法可以更好的去保护自己，或者帮助自己，或者是改变呢？ ”啊，因为我去找医生，医生也说：“没有，没有用，反正生了孩子好像你就这样了，大部分都这样子，你不是很严重，你就不用管它。,0.931,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0022-000000566830,566830,592320,25490,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000109;latest_live_01-A000110;latest_live_01-A000111;latest_live_01-A000112,,,asr_host_speech,”可是对我个人而言，我会觉得我不想要这个样子。 他虽然说没有大病、没有大问题，可是他会影响到我的生活质量，他会影响到我的夫妻感情，他会影响到我的自信心，他会影响到我的方方面面。 所以我开始去，在我小孩一岁、两岁的时候，我就开始去进行那个盆底肌的训练。 那个时候只会有一个简单的凯格尔运动，没有专业的、系统的这样的一个学习。,0.922,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0023-000000592680,592680,622000,29320,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000113;latest_live_01-A000114;latest_live_01-A000115;latest_live_01-A000116,,latest_live_01-COM00006;latest_live_01-COM00007;latest_live_01-COM00008,asr_host_speech,但是呢，哎，我后来就拜了很多的师傅，包括我们的中国的道家的师傅，包括到国外、到欧洲，包括跟全世界最知名的啊，我们的吉尼斯世界纪录的保持着塔提亚娜老师，就去学习这个我们的这个垂钓的这样的一个功夫。 啊，所以其实我在跟他学习的时候，我当时就很有感慨。 我问他：“我说，哎，塔提亚娜老师，是什么样的机缘让你开始进行盆底肌的悬吊呢？ 然后你是怎么想到用盆底肌来去进行负重练习的？,0.905,no_course_match,candidate_relation_arbitrated_insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,partial
latest_live_01,latest_live_01-SEM0024-000000622240,622240,639120,16880,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000117;latest_live_01-A000118;latest_live_01-A000119;latest_live_01-A000120,,,asr_host_speech,”结果他告诉我：“哦，30年前，我认识了一个你们中国的道家的师傅，他教我的这套方法。 ”我当时就瞬间就觉得：“你看，我们花了那么多时间、精力、金钱到国外去学习，可是结果人家还是跟我们学的。 可是我们为什么不去推广呢？ 为什么我们不去宣传呢？,0.921,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0025-000000639200,639200,656100,16900,host_semantic_block,host_semantic,explain_or_transition_candidate,latest_live_01-A000121;latest_live_01-A000122;latest_live_01-A000123;latest_live_01-A000124,,,asr_host_speech,对不对？ 因为我们中国人害羞。 ”因为我们觉得这个地方很隐私，因为我们觉得功夫得要得要藏起来啊，得要有缘人才能够去啊。 然后以前要学过功夫，你得拜师，你得要跋山涉水，师傅还要考验你有没有这个慧根，最后才会教你，对不对？,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0026-000000656500,656500,677140,20640,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000125;latest_live_01-A000126;latest_live_01-A000127;latest_live_01-A000128,,,asr_host_speech,所以呢，好，我自己学的这套方法过后，把我自己的这些生育带来的问题全部给我搞定了。 不瞒大家讲，我已经起码十几年不知道什么叫妇科病了。 不知道什么叫炎症，什么叫瘙痒，什么叫异味了，就是没有过这些困扰了。 哎呀，我就觉得特别好，所以我很想要把这个方法分享给更多的姐妹们。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0027-000000677380,677380,696580,19200,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000129;latest_live_01-A000130;latest_live_01-A000131;latest_live_01-A000132,,,asr_host_speech,所以我们去年我们也做了一个挑战吉尼斯的世界纪录，然后我们组织了一个万人盆底运动。 最多人在线，线上参加我们的盆底操。 然后呢这项记录目前也是创造了吉尼斯。 所以我觉得在这里大家可以把666点哈，q 起来，把赞赞赞点起来。,0.917,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0028-000000696900,696900,726810,29910,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000133;latest_live_01-A000134;latest_live_01-A000135;latest_live_01-A000136,,,asr_host_speech,其实为什么要劳神费力的去做这样一场。 那么大的活动来去做做这个，就是盆底肌的这个呃、这个挑战吉尼斯纪录呢，其实就是希望能够让我们中国的、我们本土的、我们的这种盆底运动也能够去普及，也能够让所有的女性生了宝宝过后都可以像我一样，通过训练的方法，让我们找回年轻、找回自信、找回那种对身体的掌控感。 我们女人不是生了孩子过后就变了。 变成了破败不堪的了啊！,0.899,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0029-000000726930,726930,746650,19720,engagement_block,opening_or_engagement,welcome_or_warmup_candidate,latest_live_01-A000137;latest_live_01-A000138;latest_live_01-A000139;latest_live_01-A000140,,,asr_host_speech,而且很多人会觉得说：“哎呀，女人生了孩子好像就应该要是这个样子。 ”但是其实不是，我们生了孩子过后也可以像生孩子前的状态一样好。 所以来，姐妹们，跟着我一起动起来！ 好，我们说真正的健康不是——我不不是说我没有病痛、我没有那个无病无灾就叫健康。,0.922,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0030-000000746890,746890,761850,14960,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000141;latest_live_01-A000142;latest_live_01-A000143;latest_live_01-A000144,,,asr_host_speech,真正的健康是我们的身体的功能好，我们的感受要好，我们还能够很好的控制我们自己，省我尤其是我们的盆底肌。 所以来，准备好，可以跟着老师一起来啊！ 48岁还可以练吗？ 不难，当然可以啊！,0.91,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0031-000000762210,762210,768970,6760,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000145;latest_live_01-A000146;latest_live_01-A000147;latest_live_01-A000148,,,asr_host_speech,我们来，我们大家的年龄是多大？ 大家哎，等一下，我再用这个板凳。 你们年龄多大？ 可以打在评论区。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0032-000000769250,769250,792930,23680,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000149;latest_live_01-A000150;latest_live_01-A000151;latest_live_01-A000152,,,asr_host_speech,我跟你讲啊，不同的年龄去阶段来练习呢，其实意义是不一样的。 比如说，我们没有生孩子之前，我们备孕期间，我们可以练习，让他更强壮啊、生根发芽。 如果说我们是生了宝宝过后练习，他就可以让我们更好的回复到我们生宝宝前的这种状态。 那我们到了四十加左右，是不是我们就已经开始进入了一些个叫做什么衰老期了？,0.943,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0033-000000793090,793090,812600,19510,host_semantic_block,host_semantic,explain_or_transition_candidate,latest_live_01-A000153;latest_live_01-A000154;latest_live_01-A000155;latest_live_01-A000157,,,asr_host_speech,不管我们接不接受、愿不愿意，我们可能马上就要进入绝经期。 所以说，我们想要延缓这个时间的。 不想让自己老的那么快的，那么我们女人老最重要是是哪里老？ 这个地方，如果你保持它的活性、保持它的年轻，哪怕你绝经了，但是对你的影响都不会那么大，明白吗？,0.943,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0034-000000812960,812960,820800,7840,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000158;latest_live_01-A000159;latest_live_01-A000160;latest_live_01-A000161,,,asr_host_speech,所以48岁练习是预防了啊！ 然后呢，已经是亡羊补牢了。 那50多岁过后要不要练呢？ 绝经过后要不要练呢？,0.875,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0035-000000821120,821120,842650,21530,host_semantic_block,host_semantic,explain_or_transition_candidate,latest_live_01-A000162;latest_live_01-A000163;latest_live_01-A000164;latest_live_01-A000165;latest_live_01-A000166;latest_live_01-A000167;latest_live_01-A000168,,,asr_host_speech,也需要，因为绝经过后意味着停水、停电。 这个时候，我们很多工作它就暂停了。 所以我们要干嘛呢？ 让它活动起来！ 因为身体是“用进废退”，越用越好用。 你不用它，就停摆了；它就不工作了。 所以我们锻炼的目的，就是让它用起来、让它活动起来、让它循环起来，不要让它早早就退休。,0.882,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0036-000000843010,843010,862310,19300,engagement_block,opening_or_engagement,welcome_or_warmup_candidate,latest_live_01-A000169;latest_live_01-A000170;latest_live_01-A000171;latest_live_01-A000172,,,asr_host_speech,只要你这里不退休，姐妹们80岁都是女人；如果你这里退休了，40岁就变老人了。 所以，你们想当老人，还是想当女人呢？ 如果你想当女人，想要自己五十六、七十八十了，还可以做一个女人的话，跟着老师一起。 好，接下来呢，我会教大家一步一步的开始。,0.921,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0037-000000862510,862510,876710,14200,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000173;latest_live_01-A000174;latest_live_01-A000175;latest_live_01-A000176,,,asr_host_speech,那我们先来做一个什么呢？ 我们的整个热身循环的动作，我会教大家一个叫“回春功”，就可以把这三个字打出来。 好，听名字就知道这个是干什么了，对不对？ 好，这个就是让我们保持年轻的状态的。,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0038-000000877080,877080,896680,19600,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000177;latest_live_01-A000178;latest_live_01-A000179;latest_live_01-A000180,,,asr_host_speech,因为我们女性要年轻，首先得要根部年轻。 所以呢，这一套方法是帮我们激活根轮的能量，让我们的发动机能够循环起来、热起来、润起来，让我们这个地方能够干嘛呢？ 更好的活动起来的一个方法。 我会用音乐，然后跟着动作，大家跟着我一起。,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0039-000000896920,896920,922540,25620,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000181;latest_live_01-A000182;latest_live_01-A000183;latest_live_01-A000184;latest_live_01-A000185,,latest_live_01-COM00009;latest_live_01-COM00010;latest_live_01-COM00011,asr_host_speech,如果你是第一次来的，先把关注点点上，因为待会儿你划走了，可能想跟我学就找不到我了。 如果已经关注的姐妹们，可以把赞赞点起来，然后看我做先。 先看我做，然后如果你能够跟得上的话呢，你也可以先跟着我一起来去做。 然后呢，我们来先跳一曲《回春宫》，来把我们的整个骨盆热身起来哈！ 来，准备好，准备好，《回春宫》练起来啊！,0.922,blocked_source_missing,candidate_relation_arbitrated_insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0040-000000923500,923500,933670,10170,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_01-A000186;latest_live_01-A000187;latest_live_01-A000188;latest_live_01-A000189,,,asr_host_speech,好，有同学在问说：“停了经过后还有必要吗？ ”停了经过后更必要！ 停了经过后，停水停电，姐妹们更需要练习啊！ 静姐姐说63岁可以练吗？,0.817,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_01,latest_live_01-SEM0041-000000933870,933870,964350,30480,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_01-A000190;latest_live_01-A000191;latest_live_01-A000192;latest_live_01-A000193;latest_live_01-A000194,,,asr_host_speech,我们目前我这里最大的学员82岁，82岁都可以练习啊，ok？ 好，然后有什么下垂的姐妹们，跟着练习起来，我后面会有专门上提的，收紧上提的动作，你们跟着练，好不好？ 所有的姐妹们，你们记住，只要你想让这里变得更健康。 变得更青春，变得更活力，变得更紧致，运动一定是好的，对不对？ 运动一定是好的，只是说我们专门是针对性的运动，都可以跟着练习起来，不管你年龄多大啊。,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
