unknown_id,session_id,related_event_id,related_comment_id,start_ms,end_ms,unknown_type,source_limit_status,reason,evidence_ref,recommended_recovery,completion_status
UNK000037,latest_live_01,latest_live_01-VC0047,,2760000,2820000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000038,latest_live_01,latest_live_01-VC0048,,2820000,2880000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000039,latest_live_01,latest_live_01-VC0049,,2880000,2940000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000040,latest_live_01,latest_live_01-VC0050,,2940000,3000000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000041,latest_live_01,latest_live_01-VC0052,,3060000,3120000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000042,latest_live_01,latest_live_01-VC0053,,3120000,3180000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000043,latest_live_01,latest_live_01-VC0054,,3180000,3240000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000044,latest_live_01,latest_live_01-VC0055,,3240000,3300000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000045,latest_live_01,latest_live_01-VC0057,,3360000,3420000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000046,latest_live_01,latest_live_01-VC0058,,3420000,3480000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000047,latest_live_01,latest_live_01-VC0059,,3480000,3540000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000048,latest_live_01,latest_live_01-VC0060,,3540000,3600000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000049,latest_live_01,latest_live_01-VC0062,,3660000,3720000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000050,latest_live_01,latest_live_01-VC0063,,3720000,3780000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000051,latest_live_01,latest_live_01-VC0064,,3780000,3840000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000052,latest_live_01,latest_live_01-VC0065,,3840000,3900000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000053,latest_live_01,latest_live_01-VC0067,,3960000,4020000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000054,latest_live_01,latest_live_01-VC0068,,4020000,4080000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000055,latest_live_01,latest_live_01-VC0069,,4080000,4140000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000056,latest_live_01,latest_live_01-VC0070,,4140000,4200000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000057,latest_live_01,latest_live_01-VC0072,,4260000,4320000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000058,latest_live_01,latest_live_01-VC0073,,4320000,4380000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000059,latest_live_01,latest_live_01-VC0074,,4380000,4440000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000060,latest_live_01,latest_live_01-VC0075,,4440000,4500000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000061,latest_live_01,latest_live_01-VC0077,,4560000,4620000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000062,latest_live_01,latest_live_01-VC0078,,4620000,4680000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000063,latest_live_01,latest_live_01-VC0079,,4680000,4740000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000064,latest_live_01,latest_live_01-VC0080,,4740000,4800000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000065,latest_live_01,latest_live_01-VC0082,,4860000,4920000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000066,latest_live_01,latest_live_01-VC0083,,4920000,4980000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000067,latest_live_01,latest_live_01-VC0084,,4980000,5040000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000068,latest_live_01,latest_live_01-VC0085,,5040000,5100000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000069,latest_live_01,latest_live_01-VC0087,,5160000,5220000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000070,latest_live_01,latest_live_01-VC0088,,5220000,5280000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000071,latest_live_01,latest_live_01-VC0089,,5280000,5340000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000072,latest_live_01,latest_live_01-VC0090,,5340000,5400000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000073,latest_live_01,latest_live_01-VC0092,,5460000,5520000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000074,latest_live_01,latest_live_01-VC0093,,5520000,5580000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000075,latest_live_01,latest_live_01-VC0094,,5580000,5640000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000076,latest_live_01,latest_live_01-VC0095,,5640000,5700000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000077,latest_live_01,latest_live_01-VC0097,,5760000,5820000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000078,latest_live_01,latest_live_01-VC0098,,5820000,5880000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000079,latest_live_01,latest_live_01-VC0099,,5880000,5935437,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000080,latest_live_02,latest_live_02-VC0002,,60000,120000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000081,latest_live_02,latest_live_02-VC0003,,120000,180000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000082,latest_live_02,latest_live_02-VC0004,,180000,240000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000083,latest_live_02,latest_live_02-VC0005,,240000,300000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000084,latest_live_02,latest_live_02-VC0007,,360000,420000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000085,latest_live_02,latest_live_02-VC0008,,420000,480000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000086,latest_live_02,latest_live_02-VC0009,,480000,540000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000087,latest_live_02,latest_live_02-VC0010,,540000,600000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000088,latest_live_02,latest_live_02-VC0012,,660000,720000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000089,latest_live_02,latest_live_02-VC0013,,720000,780000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000090,latest_live_02,latest_live_02-VC0014,,780000,840000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000091,latest_live_02,latest_live_02-VC0015,,840000,900000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000092,latest_live_02,latest_live_02-VC0017,,960000,1020000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000093,latest_live_02,latest_live_02-VC0018,,1020000,1080000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000094,latest_live_02,latest_live_02-VC0019,,1080000,1140000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000095,latest_live_02,latest_live_02-VC0020,,1140000,1200000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000096,latest_live_02,latest_live_02-VC0022,,1260000,1320000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000097,latest_live_02,latest_live_02-VC0023,,1320000,1380000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000098,latest_live_02,latest_live_02-VC0024,,1380000,1440000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000099,latest_live_02,latest_live_02-VC0025,,1440000,1500000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000100,latest_live_02,latest_live_02-VC0027,,1560000,1620000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000101,latest_live_02,latest_live_02-VC0028,,1620000,1680000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000102,latest_live_02,latest_live_02-VC0029,,1680000,1740000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000103,latest_live_02,latest_live_02-VC0030,,1740000,1800000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000104,latest_live_02,latest_live_02-VC0032,,1860000,1920000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000105,latest_live_02,latest_live_02-VC0033,,1920000,1980000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000106,latest_live_02,latest_live_02-VC0034,,1980000,2040000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000107,latest_live_02,latest_live_02-VC0035,,2040000,2100000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000108,latest_live_02,latest_live_02-VC0037,,2160000,2220000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000109,latest_live_02,latest_live_02-VC0038,,2220000,2280000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000110,latest_live_02,latest_live_02-VC0039,,2280000,2340000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000111,latest_live_02,latest_live_02-VC0040,,2340000,2400000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000112,latest_live_02,latest_live_02-VC0042,,2460000,2520000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000113,latest_live_02,latest_live_02-VC0043,,2520000,2580000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000114,latest_live_02,latest_live_02-VC0044,,2580000,2640000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000115,latest_live_02,latest_live_02-VC0045,,2640000,2700000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000116,latest_live_02,latest_live_02-VC0047,,2760000,2820000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000117,latest_live_02,latest_live_02-VC0048,,2820000,2880000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000118,latest_live_02,latest_live_02-VC0049,,2880000,2940000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000119,latest_live_02,latest_live_02-VC0050,,2940000,3000000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000120,latest_live_02,latest_live_02-VC0052,,3060000,3120000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000121,latest_live_02,latest_live_02-VC0053,,3120000,3180000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000122,latest_live_02,latest_live_02-VC0054,,3180000,3240000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000123,latest_live_02,latest_live_02-VC0055,,3240000,3300000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000124,latest_live_02,latest_live_02-VC0057,,3360000,3420000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000125,latest_live_02,latest_live_02-VC0058,,3420000,3480000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000126,latest_live_02,latest_live_02-VC0059,,3480000,3540000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
UNK000127,latest_live_02,latest_live_02-VC0060,,3540000,3600000,visual_comment_action_window,source_limited_unknown,no_qwen_vl_observation_for_this_60s_registry_window,,补跑该 60 秒窗口或人工回看原视频。,blocked_source_limit
