session_id,comment_id,dedupe_group_id,comment_text_redacted,comment_intent_candidate,comment_risk,first_seen_ms,last_seen_ms,seen_count,source_window_ids,evidence_refs,final_state,completion_status
latest_live_01,latest_live_01-COM00011,latest_live_01-DG9eda127ed341,老师加油！,encouragement,none,900000,3608000,3,latest_live_01-QW0004;latest_live_01-QW0005;latest_live_01-QW0013,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0004_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0005_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0013_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00012,latest_live_01-DG66d243487c03,请问怎么练习,question,none,1200000,1208000,1,latest_live_01-QW0005,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0005_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00013,latest_live_01-DG45b84f5a2f97,老师讲得很好！,positive_feedback,none,1500000,1808000,2,latest_live_01-QW0006;latest_live_01-QW0007,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0006_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0007_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00014,latest_live_01-DGc5455fb2d4ab,期待下一节课！,anticipation,none,1500000,1508000,1,latest_live_01-QW0006,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0006_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00015,latest_live_01-DG37c1c46cac35,期待下一课！,anticipation,none,1800000,1808000,1,latest_live_01-QW0007,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0007_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00016,latest_live_01-DG69d8d76de7af,老师讲得真好！,positive_feedback,none,2100000,3008000,2,latest_live_01-QW0008;latest_live_01-QW0011,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0008_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0011_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00017,latest_live_01-DG6a01a6d976d8,学到很多，谢谢老师。,gratitude,none,2100000,2108000,1,latest_live_01-QW0008,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0008_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00018,latest_live_01-DG7c4d06fdd2db,已经很累了，睡不着,expressing fatigue or sleep issues,none,2400000,2408000,1,latest_live_01-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0009_qwen-vl-max.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00019,latest_live_01-DG00738c419267,太难了，坚持不住,expressing difficulty with the exercise,none,2400000,2408000,1,latest_live_01-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0009_qwen-vl-max.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00020,latest_live_01-DG99d0392d4246,每天坚持练，效果明显,sharing positive experience,none,2400000,2408000,1,latest_live_01-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0009_qwen-vl-max.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00021,latest_live_01-DGff92d86fdd72,老师讲得很清楚，容易理解,praising clarity of instruction,none,2400000,2408000,1,latest_live_01-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0009_qwen-vl-max.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00022,latest_live_01-DG310f4b31ba34,练完感觉轻松多了,sharing post-exercise feedback,none,2400000,2408000,1,latest_live_01-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0009_qwen-vl-max.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00023,latest_live_01-DGfd92121601b6,泡什么茶,咨询,none,2700000,2708000,1,latest_live_01-QW0010,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0010_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00024,latest_live_01-DG088db8f4b36c,学到很多知识。,learning_experience,none,3000000,3008000,1,latest_live_01-QW0011,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0011_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00025,latest_live_01-DGa62c0880539b,期待您的指导！,anticipation,none,3300000,3308000,1,latest_live_01-QW0012,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0012_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00026,latest_live_01-DG9755bd0fb1c3,期待,anticipation,none,3600000,3608000,1,latest_live_01-QW0013,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0013_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00027,latest_live_01-DG3f6fa07e7b30,这么快,询问速度,none,3900000,3908000,1,latest_live_01-QW0014,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0014_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00028,latest_live_01-DGf5503ecd15e1,三哥好,打招呼,none,3900000,3908000,1,latest_live_01-QW0014,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0014_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00029,latest_live_01-DG77a992441b74,老师好，怎么联系客服？,咨询,none,4200000,4208000,1,latest_live_01-QW0015,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0015_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00030,latest_live_01-DG9be697247e11,课程什么时候开课？,询问时间,none,4200000,4208000,1,latest_live_01-QW0015,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0015_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00031,latest_live_01-DG5e33e9bfdc1e,对指导,确认,none,4200000,4208000,1,latest_live_01-QW0015,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0015_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00032,latest_live_01-DG8e84582b6886,老师讲得好棒！,positive_feedback,none,4500000,4508000,1,latest_live_01-QW0016,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0016_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00033,latest_live_01-DGf6abded44e04,学到新知识了，谢谢老师。,gratitude,none,4500000,4508000,1,latest_live_01-QW0016,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0016_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00034,latest_live_01-DGea6de5209d12,不错，老师讲得很好。,positive_feedback,none,4800000,4808000,1,latest_live_01-QW0017,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0017_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00035,latest_live_01-DG3fc749b7ad38,学到很多新知识。,learning_experience,none,4800000,4808000,1,latest_live_01-QW0017,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0017_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00036,latest_live_01-DG98486fe9de23,老师，我今天学到了很多。,学习反馈,none,5100000,5108000,1,latest_live_01-QW0018,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0018_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00037,latest_live_01-DG6e01ea37ebe9,谢谢老师的指导。,感谢,none,5100000,5108000,1,latest_live_01-QW0018,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0018_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00038,latest_live_01-DG529217de8213,评论内容已脱敏,咨询/提问,none,5400000,5408000,1,latest_live_01-QW0019,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0019_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00039,latest_live_01-DG5fa5f28bdcf1,老师，我买了，能退吗？,咨询退款政策,none,5700000,5708000,1,latest_live_01-QW0020,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0020_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00040,latest_live_01-DG81dee831583b,五天免费课程，一对一指导,复述宣传语,none,5700000,5708000,1,latest_live_01-QW0020,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0020_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00041,latest_live_01-DG0906b1e639f1,已下单，等发货,确认购买行为,none,5700000,5708000,1,latest_live_01-QW0020,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0020_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_01,latest_live_01-COM00042,latest_live_01-DG844e2fc6391d,这个课程适合零基础吗？,询问课程适用性,none,5700000,5708000,1,latest_live_01-QW0020,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/api_raw/latest_live_01_vision_0020_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00001,latest_live_02-DG37c2f8392031,老师好~一年无花无果，私教指导,咨询/求助,none,0,8000,1,latest_live_02-QW0001,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0001_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00002,latest_live_02-DG553343778647,老师我想你~东方瑜伽,表达喜爱,none,0,8000,1,latest_live_02-QW0001,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0001_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00003,latest_live_02-DG7142050a8222,老师好,greeting,none,300000,4208000,4,latest_live_02-QW0002;latest_live_02-QW0009;latest_live_02-QW0011;latest_live_02-QW0015,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0002_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0009_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0011_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0015_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00004,latest_live_02-DG82b67f2bc873,请问怎么开始？,inquiry,none,300000,2408000,2,latest_live_02-QW0002;latest_live_02-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0002_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0009_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00005,latest_live_02-DG15f0b9c61741,老师讲得太好了！,positive_feedback,none,600000,608000,1,latest_live_02-QW0003,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0003_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00006,latest_live_02-DG6c5cc92ab3ee,期待下节课！,anticipation,none,600000,908000,2,latest_live_02-QW0003;latest_live_02-QW0004,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0003_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0004_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00007,latest_live_02-DG3e0d900aeddd,老师讲得很好，受益匪浅。,学习反馈,none,900000,908000,1,latest_live_02-QW0004,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0004_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00008,latest_live_02-DG45b84f5a2f97,老师讲得很好！,positive_feedback,none,1200000,2708000,4,latest_live_02-QW0005;latest_live_02-QW0007;latest_live_02-QW0008;latest_live_02-QW0010,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0005_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0007_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0008_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0010_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00009,latest_live_02-DG664e891ff457,期待更多内容。,engagement,none,1200000,2708000,4,latest_live_02-QW0005;latest_live_02-QW0007;latest_live_02-QW0008;latest_live_02-QW0010,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0005_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0007_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0008_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0010_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00010,latest_live_02-DG2e2b69a42445,老师讲得很好，谢谢！,感谢,none,1500000,1508000,1,latest_live_02-QW0006,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0006_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00011,latest_live_02-DGe179354ef281,学到很多，继续加油！,鼓励,none,1500000,1508000,1,latest_live_02-QW0006,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0006_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00012,latest_live_02-DG9755bd0fb1c3,期待,expression_of_interest,none,2400000,2408000,1,latest_live_02-QW0009,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0009_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00013,latest_live_02-DG66d243487c03,请问怎么练习,question,none,3000000,4208000,2,latest_live_02-QW0011;latest_live_02-QW0015,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0011_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0015_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00014,latest_live_02-DG12236eca9888,老师讲得真好，已下单,positive feedback and purchase confirmation,none,3300000,3308000,1,latest_live_02-QW0012,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0012_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00015,latest_live_02-DGeadd52ceeb07,五天免费训练营怎么报名,inquiry about enrollment,none,3300000,3308000,1,latest_live_02-QW0012,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0012_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00016,latest_live_02-DG372ee2e58789,刚进直播间，能补课吗,request for catch-up access,none,3300000,3308000,1,latest_live_02-QW0012,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0012_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00017,latest_live_02-DGac97ff515fa7,课程有回放吗,inquiry about replay availability,none,3300000,3308000,1,latest_live_02-QW0012,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0012_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00018,latest_live_02-DG69d8d76de7af,老师讲得真好！,positive_feedback,none,3600000,3608000,1,latest_live_02-QW0013,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0013_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00019,latest_live_02-DG3fc749b7ad38,学到很多新知识。,learning_experience,none,3600000,3608000,1,latest_live_02-QW0013,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0013_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00020,latest_live_02-DG7e011fb5ed63,不要30只是480的吗,price clarification,none,3900000,3908000,1,latest_live_02-QW0014,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0014_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00021,latest_live_02-DGb7a2b538d765,主播你别再讲了我都听不下去了,frustration expression,none,3900000,3908000,1,latest_live_02-QW0014,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0014_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00022,latest_live_02-DG8adfe62a9fa6,这个是啥？,product inquiry,none,3900000,3908000,1,latest_live_02-QW0014,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0014_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00023,latest_live_02-DG6c7c508c5ea3,怎么又来了,repetition complaint,none,3900000,3908000,1,latest_live_02-QW0014,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0014_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00024,latest_live_02-DG9eda127ed341,老师加油,encouragement,none,4200000,4508000,2,latest_live_02-QW0015;latest_live_02-QW0016,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0015_qwen-vl-plus.json;_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0016_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00025,latest_live_02-DG2b66d6522d37,支持老师！,support,none,4500000,4508000,1,latest_live_02-QW0016,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0016_qwen-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00026,latest_live_02-DG8eda154af902,老师好，怎么才能瘦腰啊,咨询课程内容相关问题,none,4800000,4808000,1,latest_live_02-QW0017,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0017_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00027,latest_live_02-DGbda4337dc607,练了三天感觉肚子小了一点,反馈练习效果,none,4800000,4808000,1,latest_live_02-QW0017,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0017_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
latest_live_02,latest_live_02-COM00028,latest_live_02-DGe5e6b1ffa2e5,请问这个动作适合产后妈妈吗,询问适用人群,none,4800000,4808000,1,latest_live_02-QW0017,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0017_qwen3-vl-plus.json,observed_lifecycle_completed_source_limited_reply,partial
