rule_id,session_id,trigger_type,trigger_evidence_ids,source_event_ids,source_comment_ids,trigger_pattern,audience_state_candidate,decision_goal_candidate,response_strategy_candidate,course_basis,avatar_action_basis,prosody_basis,risk_level_candidate,human_takeover_required,fallback_route,completion_status
latest_live_01-RULE0011,latest_live_01,comment_reply_low_confidence,latest_live_01-RPLY00006,latest_live_01-SEM0023-000000592680,latest_live_01-COM00006,latest_live_01-RPLY00006|latest_live_01-COM00006|latest_live_01-SEM0023-000000592680|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_01-RULE0012,latest_live_01,comment_reply_low_confidence,latest_live_01-RPLY00007,latest_live_01-SEM0023-000000592680,latest_live_01-COM00007,latest_live_01-RPLY00007|latest_live_01-COM00007|latest_live_01-SEM0023-000000592680|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_01-RULE0013,latest_live_01,comment_reply_low_confidence,latest_live_01-RPLY00008,latest_live_01-SEM0023-000000592680,latest_live_01-COM00008,latest_live_01-RPLY00008|latest_live_01-COM00008|latest_live_01-SEM0023-000000592680|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0014,latest_live_02,course_explanation_semantic_pattern,latest_live_02-SEM0008-000000199700;latest_live_02-SEM0009-000000233940;latest_live_02-SEM0014-000000350240,latest_live_02-SEM0008-000000199700;latest_live_02-SEM0009-000000233940;latest_live_02-SEM0014-000000350240,,喜欢姐妹们可以赞赞赞点起来！ 今天又到了我们的功夫时刻了，穿上我们的练功服，来开始练习我们的女人功夫啊！ 最近被星爷的功夫女足就圈粉啊，各种的影评、各种的铺天盖地的，我相信没有人能够去啊回避得了这一场80后的全民狂欢，对不对？ 然后我跟你们讲，我昨天还专门去买了一把斧头，我买了把斧头准备接下来跳那个斧头帮的舞蹈，想不想看我回头拿斧头给你们跳一下舞？ / 好，那那今天呢？ 好，继续带大家来去练习！ 欢迎我们的新老朋友，有老朋友的进来过后…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,blocked_source_missing;blocked_source_missing;blocked_source_missing,not_observable;not_observable;not_observable,derived_from_asr_timestamps,medium,true,manual_takeover_or_safe_generic_response,partial
latest_live_02-RULE0015,latest_live_02,host_semantic_semantic_pattern,latest_live_02-SEM0002-000000022410;latest_live_02-SEM0007-000000161300;latest_live_02-SEM0010-000000249700,latest_live_02-SEM0002-000000022410;latest_live_02-SEM0007-000000161300;latest_live_02-SEM0010-000000249700,,光的原因吗？ 是注定的吗？ 我穿上了白衬衫，拿一杯咖啡，别在我身上的饭，不如跑一趟，上面还缺的泪，秒不开的下场。 乌云，乌云，快走开！ 乌云，乌云，快走开！ 感觉你在挑战我的乐观。 / 求你帮个忙，点赞、点赞、点赞，点起来！ 别找我麻烦！ 别找我麻烦！ OK，好，一首好听的歌曲《别找我麻烦》送给你们，希望你们能喜欢！ / 我们是做的针对女性的运动。 来，其实女性跟男性的运动呢，是有很大的不差异性的啊！ 因为首先第一个可能是体力上面的差…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match;no_course_match,not_observable;not_observable;not_observable,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_02-RULE0016,latest_live_02,interaction_or_reply_semantic_pattern,latest_live_02-SEM0001-000000003880;latest_live_02-SEM0003-000000067840;latest_live_02-SEM0004-000000100040,latest_live_02-SEM0001-000000003880;latest_live_02-SEM0003-000000067840;latest_live_02-SEM0004-000000100040,,你还想怎么样？ 搞得我快抓狂！ 求你帮个忙！ 乌云、乌云，别找我麻烦！ 今天怎么看到我的脸这么亮？ / 你还想怎么样？ 求你帮个忙！ 乌云，乌云，别找我麻烦！ 好，一首《别找我麻烦》送给你们，希望每个人都能够远离烦恼、远离麻烦，过得顺心又顺意。 / 乌云，乌云，快走开！ 带把伞，乌云、乌云，快走开！ 感觉你在挑战我的乐观的乐观。 你还想怎么样？,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match;no_course_match,主播在进行手部和头部的动作演示。;not_observable;not_observable,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_02-RULE0017,latest_live_02,opening_or_engagement_semantic_pattern,latest_live_02-SEM0005-000000123780;latest_live_02-SEM0020-000000492800;latest_live_02-SEM0036-000001086720,latest_live_02-SEM0005-000000123780;latest_live_02-SEM0020-000000492800;latest_live_02-SEM0036-000001086720,,搞得我快抓狂！ 求你帮个忙，点赞、点赞、点赞，点起来！ 欢迎大家来到南希老师的直播间。 你可知道我不存在吗？ / 所以准备好了吗？ 姐妹们，准备好了来六六六刷起来，把赞赞赞点起来！ 接下来就跟着老师一起动起来。 那我首先呢，我会带大家通过一个啊，我们编排的一个舞蹈。 / 所以很快你会热起来，你会润起来，你会感觉小脸红扑扑的，你的气血“啪”就上来了！ 这是它的魅力！ 所以姐妹们，这个地方你们自己用手摸一下，平时是热的还是凉的？ 你们手摸…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match;no_course_match,not_observable;not_observable;not_observable,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_02-RULE0018,latest_live_02,sales_or_conversion_semantic_pattern,latest_live_02-SEM0029-000000763680;latest_live_02-SEM0054-000001450000;latest_live_02-SEM0060-000001599870,latest_live_02-SEM0029-000000763680;latest_live_02-SEM0054-000001450000;latest_live_02-SEM0060-000001599870,,来，准备好，跟着音乐的节奏。 好，首先双脚打开，好，微微的屈髋、屈膝，找到我们的盆底肌，来，左右，摆起来。 想要请私教的姐妹们进粉丝群哈！ 想要单独找老师私教的姐妹们，想跟老师深入学习的姐妹们，学干货、学功夫的姐妹们，进粉丝群！ / 没有的 q 没有。 如果没有的，1号链接，我帮你们在几十款瑜伽球当中选了这一个。 然后呢，性价比最高的，它是三级的蜂窝防爆的，3层防爆的。 承重两三百斤完全没有问题，而且它是这种就是母婴的这种材质，就是你…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match;no_course_match,not_observable;not_observable;not_observable,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_02-RULE0019,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00043,latest_live_02-SEM0001-000000003880,latest_live_02-COM00001,latest_live_02-RPLY00043|latest_live_02-COM00001|latest_live_02-SEM0001-000000003880|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0020,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00044,latest_live_02-SEM0001-000000003880,latest_live_02-COM00002,latest_live_02-RPLY00044|latest_live_02-COM00002|latest_live_02-SEM0001-000000003880|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0021,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00045,latest_live_02-SEM0012-000000285940,latest_live_02-COM00003,latest_live_02-RPLY00045|latest_live_02-COM00003|latest_live_02-SEM0012-000000285940|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0022,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00046,latest_live_02-SEM0012-000000285940,latest_live_02-COM00004,latest_live_02-RPLY00046|latest_live_02-COM00004|latest_live_02-SEM0012-000000285940|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0023,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00047,latest_live_02-SEM0024-000000594790,latest_live_02-COM00005,latest_live_02-RPLY00047|latest_live_02-COM00005|latest_live_02-SEM0024-000000594790|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0024,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00048,latest_live_02-SEM0024-000000594790,latest_live_02-COM00006,latest_live_02-RPLY00048|latest_live_02-COM00006|latest_live_02-SEM0024-000000594790|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0025,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00049,latest_live_02-SEM0032-000000981050,latest_live_02-COM00007,latest_live_02-RPLY00049|latest_live_02-COM00007|latest_live_02-SEM0032-000000981050|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_02-RULE0026,latest_live_02,comment_reply_low_confidence,latest_live_02-RPLY00050,latest_live_02-SEM0041-000001188890,latest_live_02-COM00008,latest_live_02-RPLY00050|latest_live_02-COM00008|latest_live_02-SEM0041-000001188890|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0027,latest_live_03,course_explanation_semantic_pattern,latest_live_03-SEM0007-000000165310;latest_live_03-SEM0008-000000196180;latest_live_03-SEM0010-000000284010,latest_live_03-SEM0007-000000165310;latest_live_03-SEM0008-000000196180;latest_live_03-SEM0010-000000284010,,好，ok，好，来，我们接下来跟着音乐的节奏一起来练习一下啊，跟着音乐的节奏一起来。 练习一下刚刚我们的这个跷跷板的动作啊。 来，准备好，身体放松身体放松，让我们的骨盆坐在瑜伽球上，找到我们盆底肌的发力的感觉。 感谢姐妹们的赞赞，感谢大家的小心心，欢迎大家点亮粉丝灯牌，喜欢老师的姐妹们可以先关注上一个。 / 啊，来。 左右，摆起来，左右。 盆底肌带动骨盆跷跷板，有弹性！ 来，好盆底，有弹性！ 好盆底，有活力！ 好盆底！ 有底气，好盆底，…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,blocked_source_missing;blocked_source_missing;blocked_source_missing,not_observable;not_observable;performing arm exercises,derived_from_asr_timestamps,medium,true,manual_takeover_or_safe_generic_response,partial
latest_live_03-RULE0028,latest_live_03,host_semantic_semantic_pattern,latest_live_03-SEM0017-000000463550;latest_live_03-SEM0026-000000645910;latest_live_03-SEM0028-000000672600,latest_live_03-SEM0017-000000463550;latest_live_03-SEM0026-000000645910;latest_live_03-SEM0028-000000672600,,所以它有力量的，你发现你整个人很轻松，并不会很累。 你走路也好，你看有的人走路、爬楼梯，觉得“哎呀，累得很！ ”那个脚啊，沉得很，就像灌了铅一样的，有没有？ 其实是因为你核心没有力量。 / 有些人用那个凸点的，它会磨得很痛、很不舒服。 你们就用这个磨砂面儿的，它有一定的摩擦感，但又不会过度刺激。 然后呢，就会比较好，知道吧？ 然后完了过后呢，就是、就是再用它来去按摩哈。 / 椰子油我自己已经用了好多年了，我应该用椰子油的时间快十年的时…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match;no_course_match,not_observable;not_observable;not_observable,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_03-RULE0029,latest_live_03,interaction_or_reply_semantic_pattern,latest_live_03-SEM0001-000000000080;latest_live_03-SEM0002-000000016520;latest_live_03-SEM0003-000000046240,latest_live_03-SEM0001-000000000080;latest_live_03-SEM0002-000000016520;latest_live_03-SEM0003-000000046240,,会发现没有结果。 好，所以很多姐妹有这个球，但是没有人教你们怎么用，是不是？ 球我跟你们说，在哪里都能买得到，但是训练的方法更值钱啊！ 所以你们在我这里，老师就会教你们怎么用这个球，怎么更好的练习。 / 当然，如果有一些姐妹可能没有时间跟直播的，然后你们也可以拍了球过后，单独找到我的客服，一对一发给你们我的专门有20节的视频课程。 然后呢，这20节视频课程就没有那么多理论讲解的部分，就是带大家练习怎么找发力点、怎么练。 比如说悬垂腹的…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match;no_course_match,standing and gesturing;standing and gesturing;not_observable,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_03-RULE0030,latest_live_03,opening_or_engagement_semantic_pattern,latest_live_03-SEM0036-000000855540;latest_live_03-SEM0048-000001089730,latest_live_03-SEM0036-000000855540;latest_live_03-SEM0048-000001089730,,所有的来想学按摩的姐妹们，你们真的每天花3~5分钟，比你们去做1000多块钱的脸。 感觉还要好。 你按摩之前，你给自己拍个照。 你按摩完过后，你再拍个照，完全不一样。 / 椰子油抹了就可以用，不用洗。 你看，抹完就吸收了，还洗它干嘛？ 好不容易给它吃点好的东西，你还给它洗掉了。 啊，这个地方不建议大家用一些太乱七八糟的、太复杂的，就是直接洗就可以了，啊，直接用就可以了，抹就可以了啊。,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match,not_observable;not_observable,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_03-RULE0031,latest_live_03,sales_or_conversion_semantic_pattern,latest_live_03-SEM0004-000000065400;latest_live_03-SEM0006-000000117780;latest_live_03-SEM0038-000000892460,latest_live_03-SEM0004-000000065400;latest_live_03-SEM0006-000000117780;latest_live_03-SEM0038-000000892460,,你们可以去一号链接点击，然后拍了过后联系客服，然后客服会单独发给你们老师的专门的视频。 如果没有找到客服，收到球球过后……收到球球过后，会有一张卡片，你们注意一下，不要丢了。 卡片上面也会有找到老师领课程的方法，你们直接都可以去领取啊。 因为除了这个视频课程以外，然后大家还可以加入到我的粉丝群里面，我们的内部群里面，里面会专门有5天的魅力女神的直播课。 / 所以想学习的姐妹们，加入我们的粉丝群就可以免费学习。 这个课程我们以前是699…,viewer_context_unknown_source_limited,answer_with_evidence_boundary,先承接语境 -> 只说证据内内容 -> 不确定处转人工/复核,no_course_match;no_course_match;no_course_match,not_observable;not_observable;demonstrating pelvic floor exercises with a pink ball,derived_from_asr_timestamps,low,false,continue_structured_response,passed
latest_live_03-RULE0032,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00078,latest_live_03-SEM0001-000000000080,latest_live_03-COM00001,latest_live_03-RPLY00078|latest_live_03-COM00001|latest_live_03-SEM0001-000000000080|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0033,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00079,latest_live_03-SEM0001-000000000080,latest_live_03-COM00002,latest_live_03-RPLY00079|latest_live_03-COM00002|latest_live_03-SEM0001-000000000080|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0034,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00080,latest_live_03-SEM0011-000000341920,latest_live_03-COM00003,latest_live_03-RPLY00080|latest_live_03-COM00003|latest_live_03-SEM0011-000000341920|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0035,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00081,latest_live_03-SEM0011-000000341920,latest_live_03-COM00004,latest_live_03-RPLY00081|latest_live_03-COM00004|latest_live_03-SEM0011-000000341920|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0036,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00082,latest_live_03-SEM0024-000000611580,latest_live_03-COM00005,latest_live_03-RPLY00082|latest_live_03-COM00005|latest_live_03-SEM0024-000000611580|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0037,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00083,latest_live_03-SEM0024-000000611580,latest_live_03-COM00006,latest_live_03-RPLY00083|latest_live_03-COM00006|latest_live_03-SEM0024-000000611580|insufficient_source_evidence,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0038,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00084,latest_live_03-SEM0038-000000892460,latest_live_03-COM00007,latest_live_03-RPLY00084|latest_live_03-COM00007|latest_live_03-SEM0038-000000892460|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
latest_live_03-RULE0039,latest_live_03,comment_reply_low_confidence,latest_live_03-RPLY00085,latest_live_03-SEM0053-000001194340,latest_live_03-COM00008,latest_live_03-RPLY00085|latest_live_03-COM00008|latest_live_03-SEM0053-000001194340|topic_related_not_causal,comment_seen_but_causality_unproven,avoid_false_direct_reply,可泛化回应主题，但不得声称已直接回答该评论,no_direct_course_basis,neutral_idle,natural_explanatory,medium,true,manual_takeover_for_comment_specific_question,partial
