event_id,session_id,start_ms,end_ms,speaker_text_clean,live_stage,utterance_function,response_goal_candidate,response_strategy_candidate,observed_action,facial_expression,gaze_target,body_posture,hand_gesture,courseware_interaction,speaking_rate,pause_before_ms,pause_after_ms,prosody_label,emotion_observed,confidence,review_flag,provisional_status
latest_live_01-E000000082200-0011,latest_live_01,82200,86000,我和我的正好真的没关系。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000088920-0012,latest_live_01,88920,94760,今天穿了一套，懂的我要声援一下我们的星爷，功夫女足。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000100280-0013,latest_live_01,100280,102560,打不开的心门就不好，就慢慢慢。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000102840-0014,latest_live_01,102840,107760,你要学的那个吕正里白的陈小春，否则就注定要当一辈子的光棍。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000108040-0015,latest_live_01,108040,113000,一看见你，我就想冲过去，就立刻让我血冲到脑子里去。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000113240-0016,latest_live_01,113240,115920,我的心里只会永远的恨。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000116050-0017,latest_live_01,116050,117010,恨你！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000117610-0018,latest_live_01,117610,118290,这是谁？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000118450-0019,latest_live_01,118450,121930,心仪宝贝，怎么会有这个、这个、这个表情？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000123250-0020,latest_live_01,123250,123930,哎，还可以！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000124170-0021,latest_live_01,124170,126010,哎，评论区还可以发这个表情啊！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000126090-0022,latest_live_01,126090,127370,这个小猪猪好可爱！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000129050-0023,latest_live_01,129050,133650,一看到你，我就想冲到空气里，却冲到脑子里去。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000133890-0024,latest_live_01,133890,137770,我的心里只会永远的恨你。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000139250-0025,latest_live_01,139250,143970,你跟着别人吃香又喝气，丢我在这里吹冷空气。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000144170-0026,latest_live_01,144170,147930,我会活得正好，没没关系。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000149690-0027,latest_live_01,149690,157330,心事那武功就累哦，还刺激！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000158010-0028,latest_live_01,158010,159490,还可以发这个表情包！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000159930-0029,latest_live_01,159930,161170,今天很帅是不是？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000163090-0030,latest_live_01,163090,163770,好看吧？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000164490-0031,latest_live_01,164490,166250,给你们秀两招！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000168730-0032,latest_live_01,168730,175170,可是不会一杯二锅头哦，呛得眼泪流哦！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000175450-0033,latest_live_01,175450,175970,圣诞！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000178060-0034,latest_live_01,178060,184780,好汉不回头，一杯二锅头，香得眼泪流。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000185780-0035,latest_live_01,185780,190100,生旦净末丑，好看不回头。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000192060-0036,latest_live_01,192060,197100,ok，好，欢迎大家等待热身的时间啊，唱一首歌给大家。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000197460-0037,latest_live_01,197460,198340,好，算你狠。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000198500-0038,latest_live_01,198500,206500,哎呀，这首歌也是伴随着青春那个叛逆的青春期，那个时候看到三鸡哥，看到陈小春，看到陈浩南，有没有？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000206740-0039,latest_live_01,206740,210260,哎呀，所以每一代你看都有每一代的追星梦，对不对？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000210620-0040,latest_live_01,210620,213660,小的时候呢，我们追古惑仔，现在我们追什么？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000214020-0041,latest_live_01,214020,215460,功夫女足。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000216270-0042,latest_live_01,216270,222230,啊，所以今天我特地换上了一身功夫女族的服装，来声援一下星爷啊！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000222270-0043,latest_live_01,222270,224870,我觉得周星驰真的是一代人的回忆。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000225550-0044,latest_live_01,225550,228990,可能以前看他呢，只是觉得很无厘头，对吧？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000229070-0045,latest_live_01,229070,230190,很搞笑啊！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000230310-0046,latest_live_01,230310,234990,但是你会发现，其实他的每一部电影都非常的经典，且很值得回味。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000235230-0047,latest_live_01,235230,242510,里面有很多思考、有很多启发，还有很多作为小人物能够感受到共鸣的点。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000242750-0048,latest_live_01,242750,243910,所以，你们有没有去看呢？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000244610-0049,latest_live_01,244610,248330,来，有看过的姐妹们，来 q 个小一一，把赞赞赞点起来一下啊。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000248730-0050,latest_live_01,248730,257290,然后呢，我觉得，你看，就是为什么周星驰他在港圈的这个地位能够那么高，大家都叫他星爷，也只有这一个了。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000257530-0051,latest_live_01,257530,263890,就是他的影片不只是他的票房很厉害，而是他有很强的家国情怀。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000264210-0052,latest_live_01,264210,280820,所以你发现他的电影当中很多其实都是在弘扬我们中国的文化，然后呢用这种我们所谓的这种搞笑的、无厘头的方式，但是却让大家……啊，就是去对中国的文化、中国功夫、中国的足球，然后呢，有了非常多的这种就是追捧、热爱。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000280900-0053,latest_live_01,280900,292780,我最近还刷到一个专门就是教功夫的一个、一个少林寺的武僧啊，然后完了过很多老外都专门从国外飞到中国来，然后在我们这边来去学习我们中国的功夫。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000292980-0054,latest_live_01,292980,299420,我觉得这也是源自于我们有那么多影视作品的传播，所以一个好的泱泱大国当然是值得学习的。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000299660-0055,latest_live_01,299660,304480,但是最近看这个电影啊……也发现了，商业真的是很无情的啊！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000304600-0056,latest_live_01,304600,310960,即便是像星爷这么高的地位、这么多人的支持，然后居然还有很多人去偷票房，哈！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000311160-0057,latest_live_01,311160,322560,还有很多就是、就是这些不法的进行这些什么影院，然后呢再去做的，还有很多人去抨击他、攻击他，啊，觉得他丑化了什么梨花队，对吧？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000322680-0058,latest_live_01,322680,329960,丑化了大河队，丑化了对岸，怎么怎么样的，然后有很多就破防了，据说泡菜国已经破防了，哈！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000330380-0059,latest_live_01,330380,334820,啊，所以今天特地穿上这身衣服，表示我对星爷的支持！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000334940-0060,latest_live_01,334940,336940,哈，然后呢，大家也多多的支持。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000337180-0061,latest_live_01,337180,344780,然后我最近看到很多企业、很多的品牌做活动，都把这个这个影迷那个什么电影票拿来做活动。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000344900-0062,latest_live_01,344900,351300,包括我那天去洗头，我去做那个头疗的地方，他们让我办卡，说办卡就送星爷的电影票。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000351460-0063,latest_live_01,351460,353780,我说：“哦，都已经这个样子支持了吗？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000354380-0064,latest_live_01,354380,360170,”Ok，好，都看了哈，看了又看，嗯，木阳老师昨天看了哈，我看到了你发的那个视频哈。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000360410-0065,latest_live_01,360410,364490,你看，每一个人看同样的电影，但是给我们的启发都不一样。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000364810-0066,latest_live_01,364810,367370,所以我觉得就是这部影片还是非常值得看的。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000367650-0067,latest_live_01,367650,376810,就一个是作为我们个人来讲，一个人心态上面的转化，从输赢对错，到非黑即白，到最后可以放松，可以包容。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000377170-0068,latest_live_01,377170,387210,然后呢，这是一个人的，再到从我们说家国情怀的，那上面的每一个人，每一个代号，每一个动作，或者每个场景，都是有它的隐喻的。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000387590-0069,latest_live_01,387590,390830,如果没有人去解析，可能一般人真的是看不懂这个隐喻。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000391070-0070,latest_live_01,391070,395390,但是一解析过后，哇，这这就能感受到星爷的这种良苦用心哈！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000395710-0071,latest_live_01,395710,399550,OK，好，那我们啊寒暄完了，接下来我们就要开始干嘛呢？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000399950-0072,latest_live_01,399950,400830,练功夫！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000401150-0073,latest_live_01,401150,406830,所以来，我们要练的不是功夫女足，我们要练的是什么功夫女人？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000407230-0074,latest_live_01,407230,410030,所以说大家觉得女人最应该练的是什么功夫？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000410470-0075,latest_live_01,410470,412430,是不是我们的盆底功夫？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000412790-0076,latest_live_01,412790,415150,所以来，我也要展示一下我的功夫。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000415390-0077,latest_live_01,415390,417870,我没有足球，可是我有瑜伽球。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000419150-0078,latest_live_01,419150,421230,我没有足球，可是我有瑜伽球。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000421470-0079,latest_live_01,421470,424470,我不擅长踢球，可是我擅长吊球啊！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000424550-0080,latest_live_01,424550,426590,我觉得这也是我的功夫啊！,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000426710-0081,latest_live_01,426710,428830,我可以用我的盆底肌的力量。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000429280-0082,latest_live_01,429280,444040,可以把这个球两斤重，可以挂两到三个，把它轻轻松松的吊起来，还能在身体不动的情况下，让这个球可以前后摆动、左右摆动，还能让它360度的螺旋式的旋转。,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
latest_live_01-E000000444200-0083,latest_live_01,444200,446320,姐妹们，你们说这个是不是功夫？,讲课_or_互动待复核,course_or_response_candidate,pending_5_6_review,pending_5_6_review,,,,,,,pending_audio_metric,,,pending_audio_prosody_review,pending_audio_visual_review,0.62,host_logic_pending_review,provisional_pending_5_6_review
