review_id,session_id,event_id,timecode,evidence_source,review_question,ai_current_candidate,alternative_explanation,confidence,suggested_review_action,provisional_status
latest_live_01-MR0041,latest_live_01,latest_live_01-E000000214020-0041,00:03:34,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,功夫女足。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0042,latest_live_01,latest_live_01-E000000216270-0042,00:03:36,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,啊，所以今天我特地换上了一身功夫女族的服装，来声援一下星爷啊！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0043,latest_live_01,latest_live_01-E000000222270-0043,00:03:42,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,我觉得周星驰真的是一代人的回忆。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0044,latest_live_01,latest_live_01-E000000225550-0044,00:03:45,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,可能以前看他呢，只是觉得很无厘头，对吧？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0045,latest_live_01,latest_live_01-E000000229070-0045,00:03:49,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,很搞笑啊！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0046,latest_live_01,latest_live_01-E000000230310-0046,00:03:50,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,但是你会发现，其实他的每一部电影都非常的经典，且很值得回味。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0047,latest_live_01,latest_live_01-E000000235230-0047,00:03:55,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,里面有很多思考、有很多启发，还有很多作为小人物能够感受到共鸣的点。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0048,latest_live_01,latest_live_01-E000000242750-0048,00:04:02,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所以，你们有没有去看呢？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0049,latest_live_01,latest_live_01-E000000244610-0049,00:04:04,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,来，有看过的姐妹们，来 q 个小一一，把赞赞赞点起来一下啊。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0050,latest_live_01,latest_live_01-E000000248730-0050,00:04:08,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,然后呢，我觉得，你看，就是为什么周星驰他在港圈的这个地位能够那么高，大家都叫他星爷，也只有这一个了。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0051,latest_live_01,latest_live_01-E000000257530-0051,00:04:17,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,就是他的影片不只是他的票房很厉害，而是他有很强的家国情怀。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0052,latest_live_01,latest_live_01-E000000264210-0052,00:04:24,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所以你发现他的电影当中很多其实都是在弘扬我们中国的文化，然后呢用这种我们所谓的这种搞笑的、无厘头的方式，但是却让大家……啊，就是去对中国的文化、中国功夫、中国的足球，然后呢，有了非常多的这种就是追捧、热爱。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0053,latest_live_01,latest_live_01-E000000280900-0053,00:04:40,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,我最近还刷到一个专门就是教功夫的一个、一个少林寺的武僧啊，然后完了过很多老外都专门从国外飞到中国来，然后在我们这边来去学习我们中国的功夫。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0054,latest_live_01,latest_live_01-E000000292980-0054,00:04:52,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,我觉得这也是源自于我们有那么多影视作品的传播，所以一个好的泱泱大国当然是值得学习的。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0055,latest_live_01,latest_live_01-E000000299660-0055,00:04:59,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,但是最近看这个电影啊……也发现了，商业真的是很无情的啊！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0056,latest_live_01,latest_live_01-E000000304600-0056,00:05:04,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,即便是像星爷这么高的地位、这么多人的支持，然后居然还有很多人去偷票房，哈！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0057,latest_live_01,latest_live_01-E000000311160-0057,00:05:11,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,还有很多就是、就是这些不法的进行这些什么影院，然后呢再去做的，还有很多人去抨击他、攻击他，啊，觉得他丑化了什么梨花队，对吧？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0058,latest_live_01,latest_live_01-E000000322680-0058,00:05:22,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,丑化了大河队，丑化了对岸，怎么怎么样的，然后有很多就破防了，据说泡菜国已经破防了，哈！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0059,latest_live_01,latest_live_01-E000000330380-0059,00:05:30,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,啊，所以今天特地穿上这身衣服，表示我对星爷的支持！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0060,latest_live_01,latest_live_01-E000000334940-0060,00:05:34,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,哈，然后呢，大家也多多的支持。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0061,latest_live_01,latest_live_01-E000000337180-0061,00:05:37,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,然后我最近看到很多企业、很多的品牌做活动，都把这个这个影迷那个什么电影票拿来做活动。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0062,latest_live_01,latest_live_01-E000000344900-0062,00:05:44,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,包括我那天去洗头，我去做那个头疗的地方，他们让我办卡，说办卡就送星爷的电影票。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_01-MR0063,latest_live_01,latest_live_01-E000000351460-0063,00:05:51,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,我说：“哦，都已经这个样子支持了吗？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
